고객ID,어디로든그린_최근1개월혜택,어디로든그린_최근3개월혜택,어디로든그린_최근6개월혜택,어디로든그린_최근12개월혜택
5609412734,930.0,3590.0,13180.0,25420.0
5609683564,510.0,-110.0,10840.0,15560.0
5611254467,6450.0,19270.0,23300.0,24540.0
5612564889,-70.0,1530.0,5620.0,12740.0
5613066705,-230.0,270.0,1640.0,1680.0
5615166590,3270.0,7890.0,13400.0,27940.0
5615427206,650.0,7890.0,17360.0,51500.0
5615973378,1050.0,4490.0,10380.0,26860.0
5616994272,2570.0,3690.0,1600.0,-5900.0
5617546076,1590.0,5250.0,13800.0,21620.0
5617802868,930.0,2570.0,3980.0,10620.0
5617803092,510.0,5190.0,11540.0,23100.0
5618329572,670.0,1410.0,5760.0,280.0
5618581868,970.0,1390.0,1640.0,14980.0
5619354172,430.0,6090.0,5800.0,19740.0
5620140839,790.0,3570.0,8260.0,16000.0
5622506652,5610.0,7350.0,12040.0,37920.0
5622784288,-210.0,870.0,360.0,-800.0
5623037130,2050.0,6490.0,19580.0,35080.0
5623309355,-350.0,-510.0,-540.0,-1000.0
5623818445,-390.0,390.0,-440.0,-3440.0
5624608399,5470.0,7270.0,10540.0,8520.0
5624888571,150.0,710.0,1040.0,2080.0
5626169690,2630.0,6850.0,15120.0,32600.0
5626455530,730.0,650.0,-2500.0,-7780.0
5626983095,5290.0,15430.0,31420.0,59920.0
5627232029,990.0,3390.0,5340.0,17180.0
5627483558,2050.0,3990.0,10120.0,18840.0
5628297405,-470.0,-1050.0,-3500.0,-7180.0
5628538355,2250.0,12290.0,22260.0,49000.0
5629845373,-1250.0,-1170.0,2000.0,12240.0
5630124890,-30.0,890.0,3760.0,2060.0
5630649514,1510.0,3530.0,14480.0,19240.0
5630903640,410.0,1270.0,-2480.0,6280.0
5633270332,210.0,730.0,1200.0,1460.0
5634037238,1110.0,3330.0,14700.0,20260.0
5634048411,250.0,3510.0,3400.0,14300.0
5634049499,1590.0,3510.0,5100.0,10940.0
5634834363,450.0,2350.0,8100.0,16800.0
5635885085,-1250.0,-1350.0,-2480.0,4400.0
5636145549,990.0,970.0,-320.0,-2620.0
5637712137,330.0,750.0,380.0,-7120.0
5637725573,1890.0,2630.0,9900.0,22760.0
5639015910,250.0,-810.0,-3820.0,2880.0
5639037182,-450.0,450.0,4520.0,8560.0
5640325799,1450.0,4710.0,5820.0,5520.0
5640332621,3450.0,10490.0,22100.0,14600.0
5642160197,6190.0,23270.0,46240.0,94100.0
5642160430,410.0,710.0,2420.0,5200.0
5642684336,5850.0,15870.0,40900.0,80340.0
5643226411,390.0,1970.0,5240.0,11420.0
5643472669,2310.0,2590.0,6720.0,13480.0
5645567893,-90.0,-110.0,-520.0,-400.0
5645597169,1910.0,8750.0,12220.0,16200.0
5645857765,5390.0,13250.0,23140.0,52500.0
5646618892,-110.0,4590.0,13320.0,11720.0
5646908480,790.0,590.0,2320.0,-3780.0
5647418010,1930.0,5670.0,10660.0,13360.0
5647684785,50.0,-710.0,-900.0,580.0
5648188872,5030.0,7590.0,12700.0,19560.0
5648462879,150.0,730.0,-1000.0,-4080.0
5649502966,990.0,3270.0,13600.0,18860.0
5650035276,-150.0,1010.0,5180.0,7380.0
5650041776,7010.0,21710.0,39360.0,69140.0
5650822320,390.0,290.0,1700.0,6420.0
5650827261,490.0,1010.0,17120.0,26120.0
5651350878,5190.0,18850.0,28140.0,48280.0
5651358822,70.0,270.0,-3480.0,-7280.0
5651620187,2990.0,8390.0,11860.0,10700.0
5652137321,30.0,9250.0,14880.0,28000.0
5652384771,3850.0,12030.0,21440.0,40080.0
5652649070,4890.0,14330.0,22300.0,53060.0
5652936770,2850.0,3190.0,5120.0,11320.0
5653433622,1250.0,10730.0,15380.0,28840.0
5653443027,2930.0,9630.0,15120.0,28560.0
5654224094,-70.0,910.0,660.0,4460.0
5655535644,3730.0,10810.0,11200.0,15860.0
5655816561,2510.0,8530.0,15780.0,29440.0
5656081637,4790.0,6030.0,11000.0,12940.0
5656590469,-430.0,-1230.0,400.0,3940.0
5656839064,1290.0,9370.0,10220.0,11840.0
5656868974,690.0,2490.0,7880.0,12720.0
5657125815,5110.0,13270.0,29520.0,34320.0
5657370061,1930.0,19650.0,30380.0,54500.0
5658694318,1170.0,2230.0,5200.0,14320.0
5658694480,330.0,6090.0,6940.0,4520.0
5660275428,18410.0,29970.0,53440.0,124740.0
5661852192,3090.0,2830.0,1320.0,2340.0
5662361866,1050.0,4770.0,8640.0,11640.0
5662376285,-550.0,-1650.0,-3080.0,-3140.0
5663674659,-390.0,390.0,600.0,-1060.0
5666040878,2350.0,6370.0,14940.0,33060.0
5666043219,-250.0,110.0,1700.0,-40.0
5668917784,270.0,-730.0,-3320.0,-10820.0
5669176588,570.0,1270.0,1220.0,-980.0
5670474513,3910.0,11290.0,23240.0,48600.0
5670743107,530.0,3790.0,16960.0,72460.0
5671282470,330.0,2410.0,6300.0,18060.0
5671538137,130.0,-70.0,540.0,4680.0
5672319722,13050.0,43250.0,79620.0,144340.0
5672325677,250.0,2190.0,4000.0,6160.0
5672331983,5090.0,13310.0,19400.0,22580.0
5672336291,430.0,4130.0,7680.0,17780.0
5672593058,2990.0,2670.0,-140.0,-2140.0
5672845770,330.0,2770.0,8840.0,18100.0
5673385288,2270.0,7250.0,15300.0,42660.0
5673623464,950.0,6950.0,9760.0,20180.0
5673886268,-250.0,130.0,-620.0,-1500.0
5674410322,1010.0,1950.0,5340.0,6320.0
5675198755,1370.0,2490.0,9740.0,36240.0
5675726645,10.0,4170.0,7940.0,21200.0
5675984135,-530.0,-1110.0,-1000.0,-1360.0
5677560629,1990.0,3150.0,1440.0,14860.0
5678100121,2370.0,10630.0,16860.0,21600.0
5678346780,370.0,-430.0,-400.0,-2160.0
5678874385,3910.0,13790.0,18940.0,33140.0
5679126733,70.0,-210.0,-1200.0,-2620.0
5679401246,-250.0,970.0,1940.0,1740.0
5680184613,1210.0,2930.0,19620.0,48080.0
5680452209,1870.0,2970.0,5660.0,14120.0
5680964674,-50.0,5650.0,9220.0,24280.0
5681742368,1370.0,4930.0,13280.0,23900.0
5682275227,3510.0,5850.0,7840.0,12900.0
5682276662,1950.0,3630.0,8340.0,15340.0
5683333836,2930.0,10590.0,21040.0,43540.0
5683849638,3370.0,4210.0,11680.0,18440.0
5684115845,-150.0,-230.0,-400.0,-520.0
5684365818,-670.0,1110.0,4060.0,8860.0
5684890184,570.0,1810.0,7020.0,10160.0
5685152334,-230.0,3370.0,940.0,3920.0
5685156309,1770.0,6010.0,4900.0,-2600.0
5687004098,5370.0,4490.0,12700.0,15160.0
5687795140,530.0,4950.0,9320.0,28760.0
5688041513,4190.0,15510.0,31220.0,50820.0
5688296910,1530.0,2090.0,1740.0,8900.0
5688310344,1430.0,3650.0,2320.0,880.0
5688586446,1410.0,370.0,1080.0,-800.0
5689345779,2450.0,4370.0,11120.0,23720.0
5689348061,150.0,270.0,220.0,2420.0
5691470171,830.0,6570.0,17480.0,23720.0
5693828645,7650.0,24070.0,48760.0,89860.0
5694069351,2750.0,3670.0,1620.0,-5880.0
5694070319,1650.0,3810.0,4560.0,4980.0
5694092537,-530.0,170.0,-380.0,-5620.0
5694591874,2010.0,8170.0,20360.0,42260.0
5694607605,130.0,-210.0,-980.0,800.0
5695374029,-50.0,890.0,10220.0,12040.0
5695388331,4610.0,13590.0,28700.0,57540.0
5695389022,-590.0,3190.0,5760.0,240.0
5695403102,8350.0,15230.0,15840.0,28080.0
5695921217,5710.0,15690.0,25240.0,39340.0
5695928255,1070.0,4310.0,12620.0,15320.0
5696178768,5090.0,19510.0,32120.0,41540.0
5696950468,-590.0,-730.0,-820.0,4520.0
5696977567,2250.0,6050.0,11380.0,26220.0
5697238360,-210.0,3510.0,6520.0,21340.0
5698000427,9890.0,12430.0,17240.0,25600.0
5698786017,50.0,3370.0,4060.0,8000.0
5698805863,-550.0,-1450.0,-1140.0,-3360.0
5699306026,2270.0,10230.0,19720.0,30320.0
5699574662,2110.0,10870.0,27620.0,57400.0
5699582420,4810.0,4470.0,11740.0,6840.0
5699837586,-370.0,-1310.0,-2600.0,-5140.0
5700097850,410.0,7730.0,7200.0,11940.0
5700619049,1670.0,5510.0,13320.0,21860.0
5700632094,2070.0,4870.0,17860.0,32600.0
5700639822,2630.0,14050.0,13460.0,18760.0
5700644281,1590.0,1910.0,2060.0,100.0
5701932070,670.0,3330.0,4120.0,1140.0
5701933334,630.0,8030.0,9760.0,11120.0
5701938080,170.0,6790.0,10080.0,14280.0
5702456788,3170.0,10730.0,19260.0,33340.0
5702469809,2350.0,6530.0,11520.0,25520.0
5702475907,5610.0,14170.0,26600.0,35040.0
5703005608,3070.0,5010.0,8560.0,17940.0
5703515699,230.0,4330.0,11060.0,13100.0
5703517136,1270.0,5070.0,14220.0,24440.0
5703769440,2110.0,7670.0,12180.0,36060.0
5703781445,350.0,3210.0,8340.0,9420.0
5704051684,70.0,750.0,-320.0,-6120.0
5704287678,2570.0,9090.0,16820.0,35520.0
5705080418,-610.0,-1610.0,-2480.0,-6440.0
5705366058,1350.0,10970.0,19020.0,38340.0
5705868298,-550.0,4850.0,10640.0,5900.0
5705876250,1650.0,6530.0,12980.0,20960.0
5705885676,130.0,10.0,380.0,80.0
5707964207,330.0,2310.0,6060.0,6040.0
5707975883,3050.0,10470.0,31480.0,68480.0
5708505050,210.0,8130.0,12640.0,38540.0
5708743190,690.0,-350.0,560.0,240.0
5709017693,1030.0,1850.0,5860.0,10220.0
5709035182,-530.0,-1590.0,-3220.0,-7720.0
5709281273,4430.0,6530.0,9800.0,10260.0
5709283810,-590.0,-270.0,-1760.0,-2780.0
5709286239,-270.0,-830.0,20.0,3720.0
5709796892,1650.0,3750.0,6800.0,12000.0
5710846853,8110.0,11610.0,29720.0,50160.0
5710849606,-550.0,-1330.0,-1600.0,-3100.0
5711111470,-650.0,3030.0,7360.0,6980.0
5711641770,8110.0,28410.0,46020.0,99420.0
5711643972,6290.0,12130.0,16040.0,34240.0
5711650346,-110.0,-910.0,-800.0,-2660.0
5711892428,830.0,2770.0,6720.0,14380.0
5712159390,5930.0,16990.0,25920.0,35040.0
5712685792,1610.0,2110.0,8660.0,35360.0
5714796942,-210.0,1070.0,300.0,-4880.0
5715066531,150.0,1250.0,3260.0,7720.0
5715577823,3430.0,7590.0,16200.0,24580.0
5715843106,2070.0,3390.0,8000.0,31680.0
5716106005,150.0,-390.0,5680.0,2400.0
5716639150,1950.0,2030.0,40.0,-6780.0
5716878607,6110.0,10630.0,16520.0,27560.0
5717162533,-50.0,6650.0,11180.0,20600.0
5717920242,1430.0,6170.0,11300.0,23660.0
5717923683,2370.0,8070.0,10880.0,16120.0
5718455823,190.0,3170.0,5080.0,8960.0
5719768727,2410.0,7330.0,11980.0,17180.0
5719775979,450.0,7530.0,19840.0,45020.0
5721064552,-90.0,-130.0,-220.0,-7720.0
5721070654,1170.0,2750.0,5220.0,13140.0
5721330504,450.0,13030.0,14100.0,23760.0
5721340499,3530.0,3770.0,5480.0,10580.0
5721358545,2650.0,12330.0,26580.0,45640.0
5721865273,2570.0,1950.0,5380.0,20360.0
5722118897,6930.0,16990.0,42360.0,57040.0
5722397436,-330.0,-1090.0,-740.0,-3720.0
5722915928,-550.0,-930.0,-3240.0,-180.0
5723436272,1510.0,5310.0,13820.0,21080.0
5723441666,3270.0,5610.0,6920.0,36160.0
5723717020,-470.0,-650.0,-2560.0,-6840.0
5723976444,3170.0,8010.0,15180.0,21360.0
5724498171,410.0,1350.0,4840.0,3520.0
5724753625,910.0,1570.0,2920.0,5900.0
5725018338,630.0,1030.0,1100.0,9800.0
5726330868,-50.0,-550.0,-960.0,-3340.0
5726587053,2170.0,8790.0,9460.0,16860.0
5727101144,2510.0,5730.0,11460.0,26460.0
5727641213,2750.0,6970.0,4060.0,-3440.0
5728162084,690.0,4610.0,4420.0,5640.0
5728410245,5290.0,6610.0,12580.0,29640.0
5728667594,-570.0,-1450.0,-3120.0,-3980.0
5729461759,5670.0,6110.0,18800.0,38120.0
5729715709,70.0,-770.0,-3000.0,-8860.0
5729717398,-190.0,-710.0,-2000.0,1560.0
5729981250,-630.0,-1830.0,-3160.0,-9240.0
5730518836,5070.0,4990.0,4040.0,3180.0
5731297773,1150.0,11510.0,22080.0,45840.0
5732346269,2270.0,7070.0,22480.0,36960.0
5732359936,1230.0,2170.0,3320.0,7700.0
5732888014,1510.0,6030.0,13620.0,16080.0
5734446378,1610.0,3530.0,10040.0,14180.0
5734974633,70.0,750.0,1880.0,3020.0
5735484022,-190.0,1290.0,5700.0,10380.0
5735514681,-190.0,2410.0,2800.0,6580.0
5737058070,5550.0,15930.0,40380.0,78720.0
5737074360,130.0,390.0,4760.0,12840.0
5737322817,1550.0,1370.0,7540.0,8400.0
5737587136,-250.0,2050.0,7080.0,22640.0
5737871332,1270.0,6650.0,10140.0,22240.0
5738367474,1530.0,3810.0,6640.0,9460.0
5738904257,2410.0,6330.0,10320.0,19560.0
5739172860,1510.0,6150.0,5760.0,8000.0
5739179597,-30.0,-1090.0,-2780.0,-5920.0
5739969457,390.0,1210.0,3540.0,9700.0
5740734004,190.0,1550.0,3480.0,11240.0
5741010693,1490.0,4790.0,6900.0,12460.0
5741281403,-250.0,-890.0,-2960.0,-7160.0
5741512062,-510.0,-1530.0,-3060.0,-5920.0
5741529509,390.0,150.0,2160.0,440.0
5742059376,930.0,7310.0,23440.0,28520.0
5742575544,9170.0,12710.0,16480.0,29940.0
5743894055,530.0,1250.0,4380.0,8700.0
5744158292,270.0,5210.0,3180.0,5340.0
5745719979,430.0,910.0,3560.0,5860.0
5746506363,-630.0,-1810.0,-4560.0,-9820.0
5747024865,-150.0,1810.0,680.0,500.0
5747032813,1470.0,770.0,-2980.0,-4280.0
5747288966,-610.0,-1650.0,10600.0,14200.0
5747824145,570.0,1990.0,2880.0,15400.0
5748334552,1110.0,470.0,-1860.0,1960.0
5748607966,9290.0,27610.0,55780.0,105940.0
5749115815,-350.0,-890.0,-3960.0,-6860.0
5749907800,450.0,130.0,380.0,1620.0
5750165202,2330.0,10530.0,15400.0,33400.0
5750714583,-110.0,-330.0,-580.0,480.0
5750954823,9790.0,25730.0,50560.0,86180.0
5751735111,9710.0,40690.0,77240.0,167480.0
5751744929,2770.0,10370.0,16000.0,36600.0
5752008437,2430.0,6610.0,16400.0,35200.0
5752546088,850.0,1670.0,5880.0,23480.0
5753063033,2650.0,9310.0,11200.0,16540.0
5754103978,1390.0,5170.0,5640.0,1380.0
5754122508,4170.0,13570.0,31740.0,63860.0
5754126879,1570.0,3830.0,4960.0,8500.0
5754619263,3290.0,10810.0,26480.0,43960.0
5755426745,-50.0,1030.0,-460.0,-3700.0
5756199129,190.0,-470.0,-1140.0,-4640.0
5756480019,4470.0,6630.0,6220.0,-540.0
5756484991,-490.0,-370.0,240.0,2120.0
5756995548,1290.0,3790.0,6760.0,10280.0
5758037848,-470.0,-730.0,-780.0,2340.0
5758039795,30.0,2070.0,3860.0,12680.0
5758305666,950.0,3050.0,7760.0,11820.0
5758822465,470.0,590.0,1840.0,-3920.0
5759091200,1570.0,890.0,2220.0,-2100.0
5759604599,3530.0,5730.0,8640.0,57840.0
5760144384,4030.0,6510.0,12620.0,45940.0
5760153551,710.0,830.0,4120.0,3060.0
5760662222,5850.0,17230.0,30880.0,49260.0
5761189697,2190.0,1950.0,2060.0,6600.0
5761192874,-90.0,2750.0,7220.0,7640.0
5761705228,250.0,2210.0,4300.0,7240.0
5762226683,22010.0,60350.0,111720.0,201000.0
5762486597,-630.0,-170.0,-3320.0,-6080.0
5763023282,950.0,1870.0,6980.0,13580.0
5763300373,2910.0,9730.0,21240.0,41840.0
5763540169,-310.0,-910.0,1700.0,11240.0
5763808851,2450.0,4690.0,6400.0,11940.0
5763824934,-30.0,2090.0,7620.0,35640.0
5765911824,950.0,2430.0,7220.0,19680.0
5766694472,-210.0,-50.0,4660.0,13360.0
5767222389,-470.0,-1210.0,-2360.0,-4000.0
5767464714,1150.0,130.0,-2500.0,-4660.0
5767470182,130.0,5510.0,6560.0,7860.0
5767727410,30.0,1250.0,9860.0,5740.0
5768261890,4810.0,6650.0,10480.0,20960.0
5768278966,-210.0,50.0,9180.0,24580.0
5769056597,550.0,490.0,5540.0,4400.0
5770377673,850.0,1830.0,3660.0,-940.0
5771937313,530.0,7010.0,9240.0,20460.0
5772474090,5250.0,25930.0,56740.0,91160.0
5774041665,150.0,1410.0,6840.0,24880.0
5774546828,1210.0,2530.0,14380.0,29840.0
5774554122,2590.0,3190.0,6760.0,7600.0
5775329938,4250.0,7230.0,5320.0,8520.0
5775606105,3410.0,13650.0,25220.0,47320.0
5775608025,370.0,1630.0,-460.0,-6940.0
5775864869,1110.0,3330.0,4420.0,12400.0
5775879619,3110.0,4910.0,6120.0,8700.0
5776663889,2470.0,4370.0,2740.0,6920.0
5776664714,1710.0,11810.0,26140.0,37360.0
5776917837,370.0,970.0,1500.0,6480.0
5776929798,8230.0,20030.0,54400.0,103480.0
5777168335,-90.0,-250.0,-2340.0,-8020.0
5777180589,1710.0,710.0,-2040.0,440.0
5777193265,-310.0,-930.0,-1940.0,-1180.0
5777978616,70.0,610.0,960.0,2760.0
5778480136,2910.0,2630.0,4280.0,14060.0
5778487913,5450.0,17550.0,39540.0,69840.0
5778504628,1190.0,3930.0,12140.0,37140.0
5778764620,12570.0,32530.0,74220.0,91940.0
5780340963,-210.0,-290.0,-60.0,2500.0
5781620295,590.0,830.0,1360.0,3120.0
5781649063,-610.0,1250.0,-2500.0,-7060.0
5781884811,6770.0,20710.0,47320.0,108860.0
5781889565,6270.0,15870.0,38960.0,77260.0
5781912980,-610.0,-1410.0,-2740.0,-3800.0
5782675467,410.0,1730.0,8680.0,15360.0
5782939172,1230.0,3250.0,16020.0,31360.0
5782945568,3930.0,9890.0,12780.0,15440.0
5784254477,710.0,670.0,1880.0,2660.0
5784259961,4770.0,14590.0,28860.0,29180.0
5784506192,3310.0,10090.0,26460.0,51400.0
5785307452,2830.0,5730.0,10400.0,12780.0
5785563033,6010.0,7950.0,16980.0,29080.0
5785819362,10550.0,22710.0,48600.0,98120.0
5785838972,4770.0,14750.0,26380.0,42700.0
5787416800,290.0,150.0,2740.0,10360.0
5787926076,1290.0,2110.0,7520.0,22840.0
5788965606,1710.0,3490.0,9580.0,12080.0
5788980685,8150.0,29530.0,62260.0,123320.0
5788981879,6310.0,8190.0,12320.0,32400.0
5788985657,7230.0,16110.0,33380.0,53660.0
5789512362,2310.0,6710.0,6220.0,4840.0
5790019465,1090.0,7830.0,15120.0,19280.0
5791062532,2630.0,5170.0,13440.0,21160.0
5792112937,-250.0,3210.0,9340.0,27840.0
5792641318,710.0,11270.0,17680.0,34600.0
5793947648,2550.0,1810.0,5980.0,4280.0
5794736106,390.0,2950.0,3200.0,5360.0
5795251235,790.0,3950.0,9980.0,7200.0
5795270821,3370.0,8030.0,9360.0,10160.0
5796066867,1630.0,2110.0,4580.0,8460.0
5796831647,-150.0,-110.0,-440.0,24600.0
5796854823,1710.0,4170.0,17380.0,44100.0
5797889219,690.0,5850.0,9620.0,32500.0
5798151736,270.0,-730.0,8760.0,8920.0
5798663411,2150.0,11170.0,14620.0,26940.0
5801812006,6190.0,10850.0,21640.0,33740.0
5801832014,730.0,2670.0,16920.0,52960.0
5802338716,2590.0,9370.0,19520.0,63120.0
5802857531,1170.0,2970.0,4180.0,4440.0
5802877826,3590.0,11650.0,22020.0,44220.0
5803381065,4790.0,13190.0,31400.0,70060.0
5803392795,1350.0,1830.0,2800.0,7060.0
5803920388,3730.0,19190.0,42100.0,96700.0
5803930050,8790.0,23070.0,45440.0,91640.0
5804950226,30.0,-510.0,2340.0,2200.0
5805490750,2010.0,5330.0,16060.0,30680.0
5805490888,110.0,-10.0,5440.0,1160.0
5805743873,530.0,3370.0,5160.0,-80.0
5805762768,4610.0,9590.0,14280.0,22500.0
5806807813,210.0,9950.0,16700.0,39300.0
5806814703,7550.0,16190.0,21220.0,43820.0
5807573085,1170.0,4570.0,14160.0,22380.0
5809673839,-30.0,-390.0,40.0,340.0
5810192736,-190.0,-110.0,-1120.0,-5780.0
5811788363,1850.0,4590.0,5360.0,9200.0
5812028186,530.0,6530.0,9160.0,19260.0
5812554345,-350.0,150.0,8480.0,10740.0
5812823595,-590.0,610.0,960.0,-3000.0
5813363088,-190.0,2090.0,3000.0,6240.0
5813622256,430.0,11630.0,12100.0,12940.0
5813885664,550.0,1190.0,2860.0,14740.0
5814129431,7830.0,15470.0,20060.0,36020.0
5814140853,4910.0,10470.0,19780.0,41660.0
5814395567,2730.0,7970.0,21620.0,45240.0
5814400772,1990.0,5250.0,6320.0,6400.0
5815715488,270.0,9550.0,23040.0,44400.0
5815716819,-210.0,-390.0,-1080.0,-6280.0
5815725942,230.0,50.0,4280.0,13440.0
5815960996,-110.0,-470.0,-1440.0,-2560.0
5815970055,130.0,250.0,200.0,-2160.0
5816499252,2410.0,7450.0,11940.0,29300.0
5816514185,430.0,590.0,-760.0,-160.0
5816767429,-230.0,390.0,-380.0,-2680.0
5817278992,990.0,2390.0,3960.0,13060.0
5817282730,13270.0,26110.0,47620.0,78880.0
5818067653,1530.0,3590.0,10080.0,23880.0
5818846187,330.0,7710.0,18520.0,22780.0
5819655003,1570.0,1690.0,9440.0,39580.0
5819900872,1690.0,2130.0,2920.0,6640.0
5820166723,1170.0,10010.0,13200.0,23480.0
5820433383,6370.0,17990.0,39700.0,66000.0
5820951321,-370.0,-1310.0,-2740.0,-7360.0
5821216131,-310.0,-570.0,880.0,-1800.0
5821472062,3470.0,5710.0,3560.0,-520.0
5821730388,810.0,2750.0,3580.0,3940.0
5822016921,230.0,2550.0,12700.0,9240.0
5822265285,-10.0,4490.0,14720.0,37100.0
5822516204,-150.0,-570.0,-4320.0,-9100.0
5822521447,6470.0,12090.0,29720.0,56220.0
5822775701,-350.0,-1490.0,1000.0,4080.0
5824087092,1650.0,5050.0,8980.0,7220.0
5824103766,350.0,390.0,340.0,5660.0
5824872677,610.0,8550.0,16700.0,45680.0
5824875565,2750.0,5690.0,3740.0,2260.0
5824887935,-410.0,-1330.0,-2120.0,-4380.0
5825676998,1530.0,1410.0,3020.0,-4480.0
5825944033,4670.0,15890.0,20120.0,30560.0
5826453963,-250.0,-530.0,-220.0,1260.0
5826990133,11850.0,11530.0,13660.0,38200.0
5827516082,1010.0,9050.0,11040.0,25120.0
5827763449,810.0,4070.0,11540.0,31000.0
5828283955,6310.0,10130.0,13380.0,21920.0
5828312063,270.0,1150.0,1340.0,5080.0
5828542899,7530.0,11790.0,12280.0,28020.0
5828806240,2630.0,5290.0,11240.0,17880.0
5829089137,650.0,1990.0,4160.0,8020.0
5829598153,8370.0,13690.0,11820.0,11600.0
5830912377,-150.0,-690.0,-2120.0,-2820.0
5831172285,-350.0,-1050.0,-2100.0,7680.0
5831954342,2930.0,11990.0,30900.0,83700.0
5833272180,3030.0,4270.0,10640.0,29140.0
5833551086,970.0,1530.0,3680.0,4160.0
5833791293,110.0,730.0,420.0,-1320.0
5834065016,-210.0,-1070.0,-2400.0,-5980.0
5834593355,-90.0,-850.0,-2580.0,-5540.0
5835099680,1110.0,9510.0,27780.0,64160.0
5835372459,350.0,1550.0,10720.0,25360.0
5835628440,-310.0,-90.0,-3100.0,-7860.0
5835897583,30.0,2570.0,8420.0,14980.0
5835910131,710.0,5790.0,7260.0,7360.0
5836427933,310.0,150.0,4100.0,14180.0
5836439027,230.0,8590.0,21480.0,44200.0
5836934879,30.0,1730.0,8000.0,11620.0
5837750233,5430.0,6730.0,8240.0,5600.0
5838274110,6570.0,9250.0,33920.0,110060.0
5838520453,-610.0,390.0,-1140.0,-8640.0
5838792177,4130.0,9290.0,9580.0,7640.0
5839303557,10.0,4650.0,27640.0,39840.0
5839307591,2090.0,5390.0,11580.0,20500.0
5839312052,13450.0,30210.0,54280.0,52520.0
5839323581,1890.0,3670.0,2580.0,3200.0
5839582163,1570.0,7030.0,7560.0,60.0
5840344776,2650.0,4670.0,8260.0,14860.0
5840895913,-390.0,-1330.0,1000.0,6440.0
5841154816,170.0,3350.0,9380.0,12620.0
5841923924,4050.0,12570.0,26100.0,38400.0
5842438416,2030.0,5230.0,9680.0,18200.0
5842442255,2870.0,6250.0,16660.0,45840.0
5842458424,-150.0,8290.0,13680.0,19120.0
5842466858,810.0,3850.0,13600.0,21120.0
5842698687,50.0,750.0,1100.0,-3420.0
5842993246,930.0,1030.0,3300.0,13200.0
5843225074,1810.0,3570.0,18040.0,32320.0
5843496382,850.0,-90.0,-1940.0,-9440.0
5844283172,-410.0,-790.0,-4540.0,-10320.0
5844284643,-610.0,4310.0,2020.0,-740.0
5844562061,-650.0,2750.0,7120.0,6400.0
5844811331,4030.0,3830.0,7680.0,7980.0
5844821148,5510.0,6510.0,6560.0,6980.0
5845069940,2710.0,3190.0,11080.0,38060.0
5845322499,490.0,4570.0,9460.0,12600.0
5845854396,30.0,6050.0,7940.0,20920.0
5845869774,4290.0,25610.0,67220.0,133740.0
5846111060,7770.0,14250.0,26140.0,58840.0
5846895914,3990.0,5450.0,5720.0,12460.0
5846916634,5850.0,11550.0,19320.0,31220.0
5847949433,-270.0,-770.0,-540.0,7120.0
5847954429,-490.0,-1470.0,-140.0,-1980.0
5848229793,5030.0,6230.0,5580.0,5880.0
5849013443,750.0,2530.0,1480.0,2740.0
5849255118,4090.0,10010.0,16860.0,45940.0
5849281903,3330.0,5050.0,11280.0,29940.0
5849800646,2010.0,11650.0,18040.0,24740.0
5850314012,870.0,1290.0,2120.0,7180.0
5850853157,-50.0,-250.0,-500.0,-100.0
5851104487,1130.0,5670.0,8560.0,10940.0
5851905189,5030.0,7070.0,6120.0,15640.0
5852664074,50.0,350.0,520.0,-120.0
5853709704,-330.0,-10.0,-2700.0,-7980.0
5853735597,2630.0,15230.0,31020.0,50800.0
5853998571,-50.0,1150.0,5460.0,21460.0
5854779352,-310.0,-290.0,2940.0,7800.0
5855033747,2910.0,5310.0,10620.0,28400.0
5855041676,4150.0,18730.0,43320.0,112060.0
5855562697,1250.0,10030.0,14300.0,19520.0
5856331368,310.0,1790.0,2460.0,6540.0
5856602565,-410.0,-1130.0,-1440.0,-6480.0
5857125480,570.0,6410.0,22520.0,56040.0
5857664856,-170.0,1170.0,2500.0,300.0
5858176483,1250.0,3350.0,9300.0,18460.0
5858691758,4010.0,10530.0,29300.0,30580.0
5860546556,1910.0,5090.0,17160.0,39140.0
5860800247,10970.0,40690.0,86740.0,153060.0
5860810999,-590.0,-1610.0,-900.0,-3580.0
5861066913,-310.0,-1110.0,-1640.0,-2060.0
5861323246,2210.0,9270.0,10400.0,21020.0
5861581174,5350.0,12030.0,24220.0,37180.0
5862129445,-150.0,2070.0,3280.0,4800.0
5862380529,4610.0,10790.0,24460.0,36540.0
5863169647,610.0,4190.0,13680.0,17780.0
5863429736,-530.0,-1650.0,-3040.0,-9500.0
5863950550,5490.0,18030.0,39920.0,77100.0
5863953326,1710.0,6710.0,15140.0,27100.0
5865799153,-450.0,-390.0,160.0,-3340.0
5867356318,850.0,3030.0,13000.0,17320.0
5867610654,4890.0,11790.0,28040.0,43340.0
5867879020,450.0,2450.0,-1300.0,-4360.0
5867887047,-570.0,-1250.0,-2780.0,-3440.0
5868388445,-470.0,-1570.0,-3040.0,600.0
5868401740,-210.0,1050.0,3000.0,13700.0
5869181280,950.0,1090.0,-1780.0,-9280.0
5869189216,1770.0,7130.0,13520.0,27920.0
5869451270,2390.0,4350.0,14320.0,23660.0
5869452345,-570.0,3870.0,3280.0,1580.0
5869965026,1330.0,2750.0,6140.0,11240.0
5870226189,-270.0,290.0,-2120.0,-9620.0
