SKU_number,SoldCount,LowNetPrice,Revenue,Cumulative_Revenue,Cumulative_Percentage,ABC_Category
192885,1.0,81.91,81.91,677814.1399999883,66.59369873464182,A
528732,1.0,81.91,81.91,677896.0499999883,66.60174620597866,A
631700,1.0,81.91,81.91,677977.9599999883,66.6097936773155,A
622212,2.0,40.95,81.9,678059.8599999883,66.61784016617507,A
253931,1.0,81.84,81.84,678141.6999999883,66.625880760171,A
533620,1.0,81.83,81.83,678223.5299999883,66.63392037168965,A
617771,1.0,81.78,81.78,678305.3099999883,66.64195507082195,A
279612,1.0,81.74,81.74,678387.0499999883,66.64998584004516,A
167314,1.0,81.73,81.73,678468.7799999883,66.65801562679111,A
867470,1.0,81.73,81.73,678550.5099999883,66.66604541353705,A
877325,1.0,81.73,81.73,678632.2399999882,66.67407520028299,A
616726,2.0,40.86,81.72,678713.9599999882,66.68210400455165,A
131977,2.0,40.85,81.7,678795.6599999882,66.69013084386577,A
51238,2.0,40.84,81.68,678877.3399999882,66.69815571822535,A
592783,1.0,81.65,81.65,678958.9899999882,66.7061776451531,A
53809,2.0,40.79,81.58,679040.5699999882,66.71419269473998,A
58159,3.0,27.19,81.57000000000001,679122.1399999881,66.72220676184955,A
248100,2.0,40.78,81.56,679203.6999999882,66.73021984648186,A
147057,2.0,40.78,81.56,679285.2599999883,66.73823293111418,A
143306,1.0,81.55,81.55,679366.8099999883,66.74624503326922,A
125911,1.0,81.51,81.51,679448.3199999883,66.75425320551518,A
110014,1.0,81.51,81.51,679529.8299999883,66.76226137776112,A
147327,1.0,81.49,81.49,679611.3199999883,66.77026758505254,A
717198,1.0,81.49,81.49,679692.8099999883,66.77827379234394,A
539971,2.0,40.72,81.44,679774.2499999882,66.78627508724897,A
55264,4.0,20.36,81.44,679855.6899999882,66.79427638215401,A
534034,2.0,40.7,81.4,679937.0899999882,66.80227374714998,A
1778559,2.0,40.7,81.4,680018.4899999882,66.81027111214594,A
539189,1.0,81.23,81.23,680099.7199999882,66.81825177502826,A
538892,2.0,40.61,81.22,680180.9399999882,66.8262314554333,A
615936,1.0,81.16,81.16,680262.0999999882,66.83420524097473,A
285835,1.0,81.08,81.08,680343.1799999882,66.84217116669797,A
446828,1.0,81.04,81.04,680424.2199999882,66.85013316251214,A
2040793,2.0,40.5,81.0,680505.2199999882,66.85809122841721,A
547947,1.0,80.99,80.99,680586.2099999882,66.86604831184499,A
544400,2.0,40.49,80.98,680667.1899999882,66.87400441279551,A
200415,1.0,80.97,80.97,680748.1599999882,66.88195953126876,A
169407,2.0,40.48,80.96,680829.1199999881,66.88991366726474,A
170132,1.0,80.95,80.95,680910.0699999881,66.89786682078343,A
51357,3.0,26.98,80.94,680991.009999988,66.90581899182486,A
154237,1.0,80.9,80.9,681071.909999988,66.91376723295721,A
309113,2.0,40.44,80.88,681152.789999988,66.92171350913502,A
824346,2.0,40.44,80.88,681233.669999988,66.92965978531281,A
55407,1.0,80.88,80.88,681314.549999988,66.93760606149061,A
177556,1.0,80.84,80.84,681395.389999988,66.94554840775933,A
633869,1.0,80.8,80.8,681476.1899999881,66.95348682411894,A
57237,1.0,80.76,80.76,681556.9499999881,66.96142131056948,A
258418,1.0,80.75,80.75,681637.6999999881,66.96935481454275,A
249816,2.0,40.36,80.72,681718.419999988,66.97728537108418,A
57824,1.0,80.72,80.72,681799.139999988,66.98521592762563,A
107234,2.0,40.31,80.62,681879.759999988,66.99313665939435,A
613589,2.0,40.31,80.62,681960.379999988,67.00105739116307,A
58050,1.0,80.61,80.61,682040.989999988,67.00897714045452,A
876699,2.0,40.24,80.48,682121.469999988,67.01688411754142,A
544525,1.0,80.46,80.46,682201.929999988,67.02478912967379,A
177948,1.0,80.45,80.45,682282.3799999879,67.03269315932889,A
112745,2.0,40.22,80.44,682362.8199999878,67.04059620650669,A
114653,1.0,80.42,80.42,682443.2399999879,67.04849728872998,A
616031,1.0,80.37,80.37,682523.6099999879,67.05639345856689,A
525313,3.0,26.76,80.28,682603.8899999879,67.06428078610836,A
2566570,1.0,80.26,80.26,682684.1499999879,67.07216614869527,A
238953,4.0,20.06,80.24,682764.3899999879,67.08004954632766,A
258454,3.0,26.73,80.19,682844.5799999879,67.08792803157367,A
291708,2.0,40.09,80.18,682924.7599999879,67.09580553434242,A
880427,5.0,16.02,80.1,683004.8599999879,67.10367517729297,A
2424375,1.0,80.09,80.09,683084.9499999878,67.11154383776628,A
2405151,2.0,40.02,80.04,683164.9899999879,67.11940758585321,A
922074,2.0,40.0,80.0,683244.9899999879,67.12726740403106,A
628707,2.0,40.0,80.0,683324.9899999879,67.1351272222089,A
535542,1.0,80.0,80.0,683404.9899999879,67.14298704038674,A
2888604,1.0,79.99,79.99,683484.9799999879,67.1508458760873,A
619885,1.0,79.99,79.99,683564.9699999879,67.15870471178788,A
599285,1.0,79.99,79.99,683644.9599999879,67.16656354748845,A
699288,2.0,39.99,79.98,683724.9399999878,67.17442140071175,A
50166,4.0,19.99,79.96,683804.8999999878,67.1822772889805,A
141896,1.0,79.96,79.96,683884.8599999878,67.19013317724925,A
571438,4.0,19.99,79.96,683964.8199999877,67.197989065518,A
288724,2.0,39.98,79.96,684044.7799999877,67.20584495378675,A
57403,2.0,39.98,79.96,684124.7399999877,67.2137008420555,A
416611,1.0,79.95,79.95,684204.6899999876,67.22155574784698,A
107514,2.0,39.96,79.92,684284.6099999876,67.22940770620664,A
115350,2.0,39.96,79.92,684364.5299999877,67.23725966456632,A
182486,4.0,19.98,79.92,684444.4499999877,67.24511162292599,A
615745,4.0,19.98,79.92,684524.3699999878,67.25296358128567,A
50231,4.0,19.98,79.92,684604.2899999878,67.26081553964532,A
183752,2.0,39.95,79.9,684684.1899999878,67.26866553305045,A
1683271,2.0,39.95,79.9,684764.0899999879,67.27651552645558,A
52202,4.0,19.97,79.88,684843.9699999879,67.28436355490615,A
1731766,1.0,79.88,79.88,684923.8499999879,67.29221158335673,A
50087,4.0,19.97,79.88,685003.7299999879,67.3000596118073,A
55665,2.0,39.93,79.86,685083.5899999879,67.30790567530333,A
552178,1.0,79.83,79.83,685163.4199999878,67.31574879136755,A
607285,1.0,79.83,79.83,685243.2499999878,67.32359190743176,A
535010,2.0,39.9,79.8,685323.0499999878,67.33143207606417,A
613599,4.0,19.93,79.72,685402.7699999878,67.33926438487839,A
130701,1.0,79.7,79.7,685482.4699999877,67.34709472873806,A
880207,1.0,79.64,79.64,685562.1099999878,67.3549191777341,A
609854,1.0,79.63,79.63,685641.7399999878,67.36274264425288,A
634681,1.0,79.63,79.63,685721.3699999878,67.37056611077165,A
200321,4.0,19.9,79.6,685800.9699999877,67.3783866298586,A
223576,1.0,79.58,79.58,685880.5499999877,67.386205183991,A
57989,2.0,39.74,79.48,685960.0299999877,67.39401391335069,A
533283,2.0,39.74,79.48,686039.5099999877,67.40182264271037,A
200148,3.0,26.49,79.47,686118.9799999876,67.40963038959279,A
525349,1.0,79.43,79.43,686198.4099999877,67.41743420656611,A
541445,2.0,39.69,79.38,686277.7899999877,67.42523311115308,A
56309,2.0,39.66,79.32,686357.1099999876,67.43302612087642,A
902374,1.0,79.32,79.32,686436.4299999876,67.44081913059973,A
285253,1.0,79.29,79.29,686515.7199999876,67.44860919289127,A
54170,2.0,39.64,79.28,686594.9999999877,67.4563982727055,A
544565,1.0,79.27,79.27,686674.2699999877,67.46418637004248,A
55005,1.0,79.25,79.25,686753.5199999877,67.4719725024249,A
182431,1.0,79.23,79.23,686832.7499999877,67.47975666985279,A
542273,1.0,79.21,79.21,686911.9599999876,67.48753887232611,A
132905,1.0,79.14,79.14,686991.0999999876,67.49531419745854,A
125907,1.0,79.1,79.1,687070.1999999876,67.50308559268188,A
645710,1.0,79.06,79.06,687149.2599999877,67.51085305799614,A
550472,2.0,39.51,79.02,687228.2799999877,67.51861659340132,A
532071,1.0,79.01,79.01,687307.2899999877,67.5263791463292,A
621998,1.0,78.99,78.99,687386.2799999877,67.53413973430256,A
57394,1.0,78.99,78.99,687465.2699999877,67.54190032227591,A
539906,1.0,78.99,78.99,687544.2599999877,67.54966091024926,A
110699,1.0,78.99,78.99,687623.2499999877,67.55742149822261,A
540467,1.0,78.99,78.99,687702.2399999877,67.56518208619595,A
55110,3.0,26.33,78.99,687781.2299999876,67.57294267416928,A
166507,1.0,78.99,78.99,687860.2199999876,67.58070326214263,A
110255,1.0,78.99,78.99,687939.2099999876,67.58846385011599,A
540616,1.0,78.99,78.99,688018.1999999876,67.59622443808934,A
163537,1.0,78.98,78.98,688097.1799999876,67.60398404358541,A
275169,1.0,78.98,78.98,688176.1599999876,67.61174364908149,A
467735,1.0,78.98,78.98,688255.1399999876,67.61950325457757,A
54711,2.0,39.49,78.98,688334.1199999875,67.62726286007363,A
544316,1.0,78.98,78.98,688413.0999999875,67.6350224655697,A
287606,1.0,78.98,78.98,688492.0799999875,67.64278207106578,A
627486,1.0,78.98,78.98,688571.0599999875,67.65054167656186,A
861136,1.0,78.98,78.98,688650.0399999875,67.65830128205793,A
528558,1.0,78.97,78.97,688729.0099999874,67.66605990507674,A
2660037,1.0,78.97,78.97,688807.9799999874,67.67381852809552,A
322763,1.0,78.97,78.97,688886.9499999874,67.68157715111434,A
145897,6.0,13.16,78.96000000000001,688965.9099999873,67.68933479165587,A
861885,2.0,39.48,78.96,689044.8699999873,67.6970924321974,A
539561,1.0,78.89,78.89,689123.7599999873,67.70484319539801,A
550568,2.0,39.44,78.88,689202.6399999873,67.71259297612137,A
758644,1.0,78.85,78.85,689281.4899999873,67.7203398094129,A
53020,2.0,39.41,78.82,689360.3099999873,67.72808369527262,A
50475,1.0,78.8,78.8,689439.1099999873,67.7358256161778,A
495339,8.0,9.85,78.8,689517.9099999873,67.74356753708298,A
58253,2.0,39.4,78.8,689596.7099999874,67.75130945798816,A
51826,6.0,13.13,78.78,689675.4899999874,67.7590494139388,A
530023,1.0,78.76,78.76,689754.2499999874,67.76678740493487,A
50811,1.0,78.75,78.75,689832.9999999874,67.77452441345369,A
54364,4.0,19.68,78.72,689911.7199999874,67.7822584745407,A
865441,2.0,39.35,78.7,689990.4199999874,67.78999057067314,A
121567,1.0,78.69,78.69,690069.1099999873,67.79772168432831,A
456677,1.0,78.68,78.68,690147.7899999873,67.80545181550623,A
50549,2.0,39.31,78.62,690226.4099999873,67.8131760518205,A
293052,2.0,39.31,78.62,690305.0299999873,67.8209002881348,A
533298,1.0,78.49,78.49,690383.5199999873,67.82861175224451,A
61186,1.0,78.49,78.49,690462.0099999873,67.83632321635426,A
871034,1.0,78.48,78.48,690540.4899999873,67.84403369798672,A
877534,2.0,39.24,78.48,690618.9699999873,67.85174417961917,A
560112,1.0,78.48,78.48,690697.4499999873,67.85945466125165,A
53132,3.0,26.15,78.44999999999999,690775.8999999872,67.8671621954523,A
244366,1.0,78.38,78.38,690854.2799999872,67.87486285231203,A
543431,2.0,39.15,78.3,690932.5799999873,67.8825556493536,A
162975,1.0,78.29,78.29,691010.8699999873,67.8902474639179,A
183057,1.0,78.27,78.27,691089.1399999873,67.89793731352765,A
290595,1.0,78.27,78.27,691167.4099999873,67.9056271631374,A
271014,2.0,39.12,78.24,691245.6499999873,67.91331406531532,A
528705,2.0,39.12,78.24,691323.8899999873,67.92100096749326,A
615753,1.0,78.17,78.17,691402.0599999874,67.92868099233029,A
270069,1.0,78.17,78.17,691480.2299999874,67.93636101716731,A
169923,1.0,78.15,78.15,691558.3799999874,67.9440390770498,A
244302,2.0,39.0,78.0,691636.3799999874,67.9517023997732,A
1574452,3.0,26.0,78.0,691714.3799999874,67.95936572249659,A
243871,1.0,78.0,78.0,691792.3799999874,67.96702904522,A
118978,1.0,77.99,77.99,691870.3699999874,67.97469138546612,A
177515,1.0,77.99,77.99,691948.3599999874,67.98235372571224,A
433363,1.0,77.99,77.99,692026.3499999874,67.99001606595837,A
613383,1.0,77.99,77.99,692104.3399999874,67.99767840620449,A
545841,1.0,77.99,77.99,692182.3299999874,68.00534074645061,A
1830001,2.0,38.99,77.98,692260.3099999874,68.01300210421947,A
251819,2.0,38.99,77.98,692338.2899999873,68.02066346198832,A
272522,2.0,38.99,77.98,692416.2699999873,68.02832481975717,A
529510,2.0,38.99,77.98,692494.2499999873,68.03598617752601,A
623319,2.0,38.99,77.98,692572.2299999873,68.04364753529487,A
52558,2.0,38.99,77.98,692650.2099999873,68.05130889306372,A
625647,2.0,38.99,77.98,692728.1899999873,68.05897025083257,A
144854,2.0,38.99,77.98,692806.1699999872,68.06663160860143,A
764040,2.0,38.99,77.98,692884.1499999872,68.07429296637028,A
616761,2.0,38.99,77.98,692962.1299999872,68.08195432413913,A
50169,2.0,38.99,77.98,693040.1099999872,68.08961568190797,A
54311,2.0,38.99,77.98,693118.0899999872,68.09727703967683,A
53072,3.0,25.99,77.97,693196.0599999871,68.1049374149684,A
54648,3.0,25.99,77.97,693274.0299999871,68.11259779025998,A
538483,3.0,25.99,77.97,693351.9999999871,68.12025816555156,A
862422,3.0,25.99,77.97,693429.969999987,68.12791854084314,A
622220,4.0,19.49,77.96,693507.929999987,68.13557793365744,A
871752,2.0,38.98,77.96,693585.889999987,68.14323732647175,A
148754,2.0,38.98,77.96,693663.8499999869,68.15089671928605,A
577158,2.0,38.98,77.96,693741.8099999869,68.15855611210036,A
560999,2.0,38.98,77.96,693819.7699999869,68.16621550491466,A
872626,2.0,38.98,77.96,693897.7299999868,68.17387489772896,A
561234,1.0,77.95,77.95,693975.6799999868,68.181533308066,A
110254,1.0,77.95,77.95,694053.6299999867,68.18919171840304,A
56968,3.0,25.98,77.94,694131.5699999867,68.19684914626279,A
625331,3.0,25.98,77.94,694209.5099999866,68.20450657412255,A
120576,1.0,77.94,77.94,694287.4499999866,68.21216400198232,A
626467,2.0,38.97,77.94,694365.3899999865,68.21982142984207,A
615537,3.0,25.98,77.94,694443.3299999865,68.22747885770183,A
57783,6.0,12.99,77.94,694521.2699999864,68.23513628556158,A
642359,1.0,77.93,77.93,694599.1999999864,68.24279273094407,A
158314,1.0,77.89,77.89,694677.0899999865,68.25044524641748,A
618325,1.0,77.89,77.89,694754.9799999865,68.2580977618909,A
417081,2.0,38.94,77.88,694832.8599999865,68.26574929488703,A
120927,2.0,38.94,77.88,694910.7399999865,68.27340082788315,A
514663,2.0,38.94,77.88,694988.6199999865,68.28105236087929,A
423304,2.0,38.94,77.88,695066.4999999865,68.28870389387541,A
222836,2.0,38.94,77.88,695144.3799999865,68.29635542687154,A
169783,2.0,38.94,77.88,695222.2599999865,68.30400695986768,A
120849,1.0,77.83,77.83,695300.0899999865,68.31165358047745,A
296724,3.0,25.94,77.82000000000001,695377.9099999864,68.31929921860994,A
145534,1.0,77.76,77.76,695455.6699999864,68.3269389618788,A
224713,1.0,77.76,77.76,695533.4299999864,68.33457870514766,A
249936,1.0,77.75,77.75,695611.1799999864,68.34221746593926,A
54887,2.0,38.87,77.74,695688.9199999864,68.34985524425358,A
197765,2.0,38.86,77.72,695766.6399999864,68.35749105761334,A
117087,4.0,19.43,77.72,695844.3599999864,68.36512687097313,A
293760,1.0,77.6,77.6,695921.9599999863,68.37275089460563,A
254114,1.0,77.57,77.57,695999.5299999863,68.38037197080631,A
238397,1.0,77.56,77.56,696077.0899999863,68.38799206452974,A
866759,2.0,38.78,77.56,696154.6499999864,68.39561215825316,A
709278,2.0,38.78,77.56,696232.2099999865,68.40323225197659,A
698588,1.0,77.55,77.55,696309.7599999865,68.41085136322273,A
535781,2.0,38.76,77.52,696387.2799999865,68.41846752703708,A
54040,1.0,77.51,77.51,696464.7899999865,68.42608270837414,A
2323907,1.0,77.39,77.39,696542.1799999865,68.43368609998393,A
880353,4.0,19.34,77.36,696619.5399999865,68.4412865441619,A
50585,3.0,25.77,77.31,696696.8499999866,68.44888207595352,A
249090,1.0,77.27,77.27,696774.1199999866,68.45647367783604,A
53904,4.0,19.31,77.24,696851.3599999866,68.46406233228674,A
613330,1.0,77.22,77.22,696928.5799999866,68.47164902178291,A
111267,1.0,77.22,77.22,697005.7999999865,68.47923571127907,A
169890,1.0,77.21,77.21,697083.0099999865,68.48682141829796,A
147653,1.0,77.19,77.19,697160.1999999864,68.4944051603623,A
622630,1.0,77.19,77.19,697237.3899999864,68.50198890242665,A
146015,1.0,77.19,77.19,697314.5799999863,68.50957264449097,A
56393,3.0,25.72,77.16,697391.7399999864,68.51715343912352,A
54384,3.0,25.72,77.16,697468.8999999864,68.52473423375605,A
56658,1.0,77.15,77.15,697546.0499999864,68.5323140459113,A
193490,2.0,38.56,77.12,697623.1699999864,68.53989091063475,A
244347,2.0,38.55,77.1,697700.2699999864,68.54746581040365,A
1900762,2.0,38.54,77.08,697777.3499999864,68.555038745218,A
164844,2.0,38.54,77.08,697854.4299999863,68.56261168003233,A
55513,1.0,77.06,77.06,697931.4899999864,68.57018264989215,A
540698,1.0,77.06,77.06,698008.5499999864,68.57775361975197,A
877922,1.0,77.05,77.05,698085.5999999865,68.58532360713451,A
2266361,1.0,77.04,77.04,698162.6399999865,68.59289261203978,A
58000,2.0,38.51,77.02,698239.6599999865,68.60045965199049,A
53900,1.0,77.02,77.02,698316.6799999865,68.60802669194122,A
534162,1.0,77.01,77.01,698393.6899999866,68.61559274941467,A
577619,1.0,77.0,77.0,698470.6899999866,68.62315782441084,A
146628,1.0,76.99,76.99,698547.6799999865,68.63072191692974,A
52767,1.0,76.99,76.99,698624.6699999865,68.63828600944865,A
121136,1.0,76.99,76.99,698701.6599999865,68.64585010196754,A
544684,1.0,76.99,76.99,698778.6499999865,68.65341419448644,A
146931,1.0,76.99,76.99,698855.6399999865,68.66097828700535,A
380521,1.0,76.99,76.99,698932.6299999865,68.66854237952424,A
538944,1.0,76.99,76.99,699009.6199999865,68.67610647204316,A
526896,1.0,76.98,76.98,699086.5999999865,68.68366958208479,A
607541,2.0,38.49,76.98,699163.5799999865,68.6912326921264,A
663204,1.0,76.98,76.98,699240.5599999864,68.69879580216804,A
632058,1.0,76.97,76.97,699317.5299999864,68.70635792973239,A
663586,1.0,76.97,76.97,699394.4999999864,68.71392005729675,A
165874,1.0,76.97,76.97,699471.4699999864,68.7214821848611,A
1450888,1.0,76.95,76.95,699548.4199999863,68.72904234747091,A
105680,1.0,76.95,76.95,699625.3699999863,68.73660251008071,A
632054,1.0,76.94,76.94,699702.3099999862,68.74416169021326,A
285960,7.0,10.99,76.93,699779.2399999863,68.75171988786852,A
550313,7.0,10.99,76.93,699856.1699999863,68.7592780855238,A
60679,2.0,38.46,76.92,699933.0899999863,68.7668353007018,A
250083,2.0,38.46,76.92,700010.0099999864,68.7743925158798,A
637687,1.0,76.91,76.91,700086.9199999864,68.78194874858053,A
118349,1.0,76.89,76.89,700163.8099999864,68.78950301632672,A
2905968,1.0,76.89,76.89,700240.6999999864,68.79705728407289,A
539113,7.0,10.98,76.86,700317.5599999864,68.80460860438725,A
243970,7.0,10.98,76.86,700394.4199999864,68.8121599247016,A
157035,1.0,76.85,76.85,700471.2699999864,68.8197102625387,A
761027,1.0,76.83,76.83,700548.0999999864,68.82725863542125,A
105569,2.0,38.39,76.78,700624.8799999864,68.83480209591744,A
880587,1.0,76.77,76.77,700701.6499999864,68.84234457393636,A
146295,1.0,76.77,76.77,700778.4199999864,68.84988705195526,A
592810,1.0,76.77,76.77,700855.1899999864,68.85742952997418,A
564267,1.0,76.77,76.77,700931.9599999865,68.8649720079931,A
120173,1.0,76.73,76.73,701008.6899999864,68.87251055610292,A
613979,2.0,38.33,76.66,701085.3499999865,68.88004222687184,A
131825,2.0,38.33,76.66,701162.0099999865,68.88757389764076,A
52156,2.0,38.3,76.6,701238.6099999865,68.89509967354604,A
56777,1.0,76.59,76.59,701315.1999999864,68.90262446697405,A
410765,1.0,76.59,76.59,701391.7899999864,68.91014926040206,A
913958,1.0,76.58,76.58,701468.3699999864,68.91767307135281,A
177271,1.0,76.49,76.49,701544.8599999864,68.9251880400081,A
116596,2.0,38.23,76.46,701621.3199999863,68.93270006123156,A
248449,2.0,38.22,76.44,701697.7599999863,68.94021011750048,A
2420108,1.0,76.44,76.44,701774.1999999862,68.94772017376941,A
2713722,1.0,76.42,76.42,701850.6199999863,68.9552282650838,A
330824,1.0,76.36,76.36,701926.9799999862,68.96273046153455,A
116303,2.0,38.17,76.34,702003.3199999862,68.97023069303076,A
53499,1.0,76.33,76.33,702079.6499999862,68.97772994204968,A
574407,1.0,76.29,76.29,702155.9399999862,68.98522526115953,A
54219,3.0,25.43,76.28999999999999,702232.2299999862,68.99272058026938,A
898800,2.0,38.14,76.28,702308.5099999863,69.00021491690195,A
537440,1.0,76.27,76.27,702384.7799999863,69.00770827105727,A
868032,1.0,76.26,76.26,702461.0399999863,69.0152006427353,A
610167,1.0,76.24,76.24,702537.2799999863,69.02269104945877,A
545003,2.0,38.12,76.24,702613.5199999863,69.03018145618226,A
1646986,1.0,76.22,76.22,702689.7399999863,69.0376698979512,A
2387463,1.0,76.22,76.22,702765.9599999862,69.04515833972013,A
251306,2.0,38.11,76.22,702842.1799999862,69.05264678148907,A
57364,1.0,76.21,76.21,702918.3899999862,69.06013424078074,A
271475,1.0,76.21,76.21,702994.5999999861,69.06762170007241,A
183313,2.0,38.1,76.2,703070.7999999861,69.07510817688679,A
607750,2.0,38.09,76.18,703146.9799999861,69.08259268874664,A
255387,2.0,38.09,76.18,703223.1599999862,69.0900772006065,A
114315,1.0,76.11,76.11,703299.2699999862,69.09755483512545,A
410367,1.0,76.09,76.09,703375.3599999861,69.10503050468985,A
154057,2.0,38.02,76.04,703451.3999999862,69.11250126186789,A
561512,1.0,76.01,76.01,703527.4099999862,69.11996907161412,A
111240,1.0,75.99,75.99,703603.3999999862,69.12743491640579,A
290584,1.0,75.99,75.99,703679.3899999862,69.13490076119749,A
622617,1.0,75.99,75.99,703755.3799999862,69.14236660598915,A
115070,2.0,37.99,75.98,703831.3599999861,69.14983146830356,A
714776,2.0,37.99,75.98,703907.3399999861,69.15729633061797,A
110417,2.0,37.99,75.98,703983.3199999861,69.16476119293236,A
563716,4.0,18.99,75.96,704059.279999986,69.17222409029223,A
108846,4.0,18.99,75.96,704135.239999986,69.17968698765209,A
52399,4.0,18.99,75.96,704211.199999986,69.18714988501195,A
2039723,2.0,37.98,75.96,704287.159999986,69.1946127823718,A
53847,4.0,18.99,75.96,704363.1199999859,69.20207567973166,A
57296,4.0,18.99,75.96,704439.0799999859,69.20953857709152,A
121199,1.0,75.95,75.95,704515.0299999858,69.21700049197412,A
1956578,1.0,75.94,75.94,704590.9699999858,69.22446142437943,A
366575,2.0,37.96,75.92,704666.8899999858,69.2319203918302,A
169919,4.0,18.98,75.92,704742.8099999859,69.23937935928097,A
111315,2.0,37.96,75.92,704818.7299999859,69.24683832673175,A
918436,2.0,37.96,75.92,704894.6499999859,69.25429729418254,A
53894,4.0,18.98,75.92,704970.569999986,69.26175626163331,A
290956,2.0,37.96,75.92,705046.489999986,69.2692152290841,A
525505,2.0,37.93,75.86,705122.349999986,69.27666830167124,A
142053,4.0,18.96,75.84,705198.189999986,69.28411940930383,A
60931,2.0,37.92,75.84,705274.0299999859,69.2915705169364,A
1452760,2.0,37.92,75.84,705349.8699999859,69.29902162456901,A
545817,2.0,37.92,75.84,705425.7099999859,69.3064727322016,A
127292,1.0,75.82,75.82,705501.5299999858,69.31392187487965,A
53609,2.0,37.9,75.8,705577.3299999859,69.32136905260316,A
544533,2.0,37.88,75.76,705653.0899999859,69.32881230041758,A
526570,2.0,37.84,75.68,705728.7699999859,69.33624768841382,A
775715,1.0,75.65,75.65,705804.419999986,69.34368012897825,A
316535,1.0,75.63,75.63,705880.049999986,69.35111060458813,A
417215,1.0,75.62,75.62,705955.669999986,69.35854009772073,A
130698,2.0,37.81,75.62,706031.289999986,69.36596959085334,A
127528,10.0,7.56,75.6,706106.8899999859,69.3733971190314,A
294409,1.0,75.57,75.57,706182.4599999859,69.38082169977764,A
165225,1.0,75.57,75.57,706258.0299999858,69.38824628052387,A
110130,2.0,37.78,75.56,706333.5899999859,69.39566987879286,A
867620,2.0,37.75,75.5,706409.0899999859,69.4030875821982,A
203910,1.0,75.49,75.49,706484.5799999859,69.41050430312626,A
392954,1.0,75.48,75.48,706560.0599999859,69.41792004157705,A
2016497,1.0,75.47,75.47,706635.5299999858,69.42533479755058,A
112059,1.0,75.43,75.43,706710.9599999859,69.432745623615,A
912081,1.0,75.43,75.43,706786.3899999859,69.44015644967946,A
878789,2.0,37.69,75.38,706861.7699999859,69.44756236335753,A
537737,1.0,75.33,75.33,706937.0999999859,69.45496336464923,A
610415,1.0,75.29,75.29,707012.3899999859,69.46236043603187,A
433373,1.0,75.29,75.29,707087.679999986,69.46975750741449,A
505930,1.0,75.26,75.26,707162.939999986,69.4771516313653,A
200702,1.0,75.22,75.22,707238.159999986,69.484541825407,A
55747,2.0,37.61,75.22,707313.3799999859,69.49193201944873,A
339006,1.0,75.2,75.2,707388.5799999859,69.4993202485359,A
1596354,1.0,75.16,75.16,707463.7399999859,69.50670454771398,A
609869,1.0,75.15,75.15,707538.8899999859,69.51408786441479,A
132152,5.0,15.03,75.14999999999999,707614.039999986,69.52147118111561,A
178685,1.0,75.14,75.14,707689.179999986,69.52885351533915,A
60397,3.0,25.04,75.12,707764.299999986,69.53623388460815,A
170027,1.0,75.03,75.03,707839.329999986,69.5436054115817,A
120319,1.0,75.0,75.0,707914.329999986,69.55097399112343,A
178705,2.0,37.49,74.98,707989.309999986,69.5583406057106,A
56094,3.0,24.99,74.97,708064.2799999859,69.5657062378205,A
288817,3.0,24.99,74.97,708139.2499999859,69.57307186993043,A
631660,1.0,74.96,74.96,708214.2099999859,69.58043651956307,A
630201,1.0,74.96,74.96,708289.1699999858,69.5878011691957,A
178711,2.0,37.48,74.96,708364.1299999858,69.59516581882833,A
620103,1.0,74.95,74.95,708439.0799999858,69.6025294859837,A
285312,3.0,24.98,74.94,708514.0199999857,69.60989217066178,A
553519,3.0,24.97,74.91,708588.9299999857,69.61725190790806,A
478897,1.0,74.87,74.87,708663.7999999857,69.62460771524526,A
54803,2.0,37.43,74.86,708738.6599999857,69.63196254010516,A
2406381,3.0,24.95,74.85,708813.5099999857,69.63931638248782,A
176552,1.0,74.84,74.84,708888.3499999857,69.64666924239317,A
52083,3.0,24.94,74.82000000000001,708963.1699999856,69.654020137344,A
652280,2.0,37.4,74.8,709037.9699999857,69.66136906734029,A
566825,1.0,74.8,74.8,709112.7699999857,69.66871799733659,A
624719,1.0,74.74,74.74,709187.5099999857,69.67606103246922,A
613417,1.0,74.71,74.71,709262.2199999857,69.68340112017006,A
197706,1.0,74.65,74.65,709336.8699999857,69.69073531300727,A
1946558,2.0,37.29,74.58,709411.4499999856,69.69806262850355,A
652224,1.0,74.55,74.55,709485.9999999857,69.70538699656802,A
527946,1.0,74.54,74.54,709560.5399999857,69.71271038215524,A
2636767,1.0,74.53,74.53,709635.0699999857,69.72003278526519,A
612485,1.0,74.48,74.48,709709.5499999857,69.72735027598875,A
111914,2.0,37.17,74.34,709783.8899999857,69.7346540120305,A
295512,2.0,37.17,74.34,709858.2299999857,69.74195774807227,A
169735,2.0,37.16,74.32,709932.5499999856,69.74925951915948,A
269548,1.0,74.31,74.31,710006.8599999857,69.75656030776943,A
525391,1.0,74.23,74.23,710081.0899999856,69.76385323656119,A
50304,3.0,24.74,74.22,710155.3099999856,69.77114518287569,A
627180,1.0,74.2,74.2,710229.5099999856,69.77843516423563,A
647364,1.0,74.2,74.2,710303.7099999855,69.78572514559558,A
254110,2.0,37.09,74.18,710377.8899999856,69.79301316200099,A
52031,4.0,18.51,74.04,710451.9299999856,69.80028742372458,A
136852,1.0,74.02,74.02,710525.9499999856,69.80755972049364,A
169913,2.0,37.0,74.0,710599.9499999856,69.81483005230814,A
