Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type_Cardio,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga
26,61.0,1.97,172,140,110.08,130.72,3,74,1.99,1298.0,21.8,2.6,3,2,15.71800356,0,1,0,0,0
20,82.6,1.6,174,149,111.36,132.24,3,63,2.0,775.0,22.9,3.3,2,2,32.265625,1,0,1,0,0
34,91.2,1.5,193,165,123.52,146.68,3,61,1.13,905.0,24.0,3.4,4,1,40.53333333,0,0,0,1,0
18,64.2,1.61,167,147,106.88,126.92,3,68,1.17,1783.0,25.9,2.1,3,2,24.76756298,0,1,0,0,0
23,46.7,1.65,164,159,104.96,124.64,3,68,1.81,1563.0,15.8,2.5,4,2,17.1533517,0,0,0,0,1
28,74.2,1.5,191,129,122.24,145.16,2,72,1.77,848.0,17.3,1.5,3,2,32.97777778,1,0,0,1,0
18,64.0,1.51,176,129,112.64,133.76,2,74,1.18,992.0,26.7,3.4,5,3,28.06894434,1,0,0,1,0
32,52.8,1.61,169,169,108.16,128.44,3,70,0.88,1375.0,24.2,2.7,5,1,20.36958451,0,0,0,1,0
26,78.14,1.77,164,147,104.96,124.64,3,56,1.2,1091.0,30.8,1.6,3,3,24.94174726,0,0,0,0,1
47,40.0,1.73,170,160,108.8,129.2,3,66,1.27,1249.0,22.8,3.6,2,1,13.36496375,0,1,0,0,0
26,85.8,1.87,188,162,120.32,142.88,3,58,1.33,938.0,24.3,2.24,4,2,24.53601762,1,0,1,0,0
19,40.0,1.59,187,152,119.68,142.12,3,73,1.52,948.0,27.1,1.6,3,2,15.82215893,0,0,0,0,1
26,86.6,1.674,192,120,122.88,145.92,1,59,1.75,1102.0,19.0,1.8,3,1,30.90345134,1,0,1,0,0
39,70.7,1.58,189,163,120.96,143.64,3,66,1.69,1146.0,21.9,3.2,3,1,28.32078193,0,0,0,0,1
37,40.0,1.59,190,161,121.6,144.4,3,70,1.16,670.0,24.5,3.3,4,2,15.82215893,1,0,0,1,0
19,66.7,1.73,172,160,110.08,130.72,3,71,1.18,589.0,24.9,1.8,3,1,22.28607705,1,0,1,0,0
39,72.1,1.52,172,151,110.08,130.72,3,58,1.09,1093.0,28.2,2.7,2,1,31.20671745,1,0,1,0,0
53,80.5,1.64,173,120,110.72,131.48,2,60,1.26,735.0,26.3,2.72,4,2,29.93010113,0,0,0,0,1
41,77.0,1.5,190,146,121.6,144.4,3,56,1.3,1067.0,27.5,3.3,4,2,34.22222222,0,0,0,1,0
23,117.8,1.88,168,167,107.52,127.68,3,55,1.35,1259.0,32.3,1.6,3,2,33.32956089,0,0,0,1,0
31,76.2,1.64,169,137,108.16,128.44,3,72,0.74,1207.0,23.3,2.7,3,3,28.33135039,1,0,0,1,0
50,57.3,1.72,197,133,126.08,149.72,2,56,2.0,950.0,11.1,3.2,2,3,19.36857761,1,0,0,0,1
22,103.1,1.72,168,166,107.52,127.68,3,59,1.07,978.0,23.1,1.9,2,2,34.84991888,1,0,1,0,0
29,77.4,1.69,179,132,114.56,136.04,2,74,1.11,712.0,27.0,3.5,2,3,27.09989146,1,0,0,0,1
18,84.1,1.78,194,145,124.16,147.44,2,64,2.0,686.0,30.3,3.3,3,3,26.54336574,0,1,0,0,0
29,40.0,1.86,180,169,115.2,136.8,3,63,1.26,986.0,25.3,1.5,3,1,11.56203029,0,0,0,0,1
42,66.0,1.6,196,159,125.44,148.96,3,52,1.93,1042.0,16.4,3.5,4,2,25.78125,0,0,0,1,0
51,84.6,1.77,197,141,126.08,149.72,2,55,1.44,543.0,23.4,2.9,5,3,27.00373456,1,0,1,0,0
51,100.7,1.75,185,138,118.4,140.6,2,73,1.5,703.0,25.5,1.8,4,3,32.88163265,0,0,0,1,0
22,58.6,2.0,165,169,105.6,125.4,3,57,2.0,1402.0,30.0,3.5,4,2,14.65,0,0,0,1,0
21,57.4,1.74,179,161,114.56,136.04,3,73,2.0,457.0,27.7,2.5,3,1,18.95891135,1,0,1,0,0
21,69.5,1.54,167,158,106.88,126.92,3,72,1.28,1044.0,27.9,2.9,2,2,29.30511047,0,0,0,0,1
26,42.2,1.91,174,127,111.36,132.24,2,72,1.65,455.0,23.6,2.9,3,2,11.56766536,1,0,0,1,0
18,61.3,1.6,191,135,122.24,145.16,2,67,1.09,609.0,13.7,1.6,2,3,23.9453125,0,0,0,1,0
18,66.6,1.62,192,156,122.88,145.92,3,58,1.3,1250.0,21.3,3.2,5,1,25.37722908,0,1,0,0,0
37,94.4,1.7,193,127,123.52,146.68,2,70,1.27,1183.0,16.4,3.4,4,1,32.66435986,1,0,1,0,0
45,111.9,1.73,177,129,113.28,134.52,2,54,0.92,1267.0,18.3,2.6,4,1,37.38848608,0,0,0,1,0
18,92.0,1.79,199,169,127.36,151.24,3,56,1.77,1105.0,14.4,2.72,2,1,28.7132112,1,0,0,1,0
18,76.32,1.76,176,167,112.64,133.76,3,58,1.21,912.0,28.4,3.6,2,2,24.63842975,1,0,0,1,0
51,61.1,1.82,165,163,105.6,125.4,3,57,1.19,1171.0,31.7,2.5,4,3,18.44583987,0,0,0,0,1
18,96.0,1.82,198,144,126.72,150.48,2,58,1.19,323.0,23.8,1.8,3,1,28.982007,1,0,0,0,1
27,89.7,1.67,172,130,110.08,130.72,2,64,1.46,729.0,27.7,3.4,4,2,32.16321847,1,0,0,0,1
34,61.0,1.69,190,159,121.6,144.4,3,63,0.99,1040.0,23.6,3.6,5,3,21.3577956,1,1,0,0,0
31,75.6,1.57,163,152,104.32,123.88,3,71,0.96,668.0,25.8,2.3,4,1,30.67061544,1,0,0,0,1
23,40.0,1.76,182,143,116.48,138.32,3,71,1.08,1442.0,25.7,3.3,5,3,12.91322314,1,0,0,0,1
54,46.8,1.67,181,169,115.84,137.56,3,74,1.48,745.6,25.5,1.5,4,1,16.78080964,1,0,0,1,0
19,90.6,1.85,187,131,119.68,142.12,2,68,1.67,607.0,27.5,3.3,2,2,26.47187728,1,0,1,0,0
47,90.8,1.67,186,120,119.04,141.36,2,74,1.43,506.0,32.0,2.7,3,3,32.55763921,1,0,0,1,0
33,129.9,1.69,168,152,107.52,127.68,3,74,1.61,810.0,27.5,3.5,3,2,45.48160078,1,0,0,1,0
50,69.3,1.734,162,126,103.68,123.12,3,62,1.33,1138.0,25.6,1.5,3,1,23.04809569,1,0,0,1,0
19,40.0,1.77,179,139,114.56,136.04,3,74,1.22,1173.0,27.7,1.6,3,3,12.7677232,1,0,0,0,1
27,112.6,1.79,174,167,111.36,132.24,3,60,0.69,1282.0,28.6,1.5,2,1,35.14247371,0,0,0,1,0
49,54.2,1.64,182,147,116.48,138.32,3,64,0.95,914.0,19.0,3.2,2,2,20.15169542,0,0,0,1,0
46,108.9,1.86,162,165,103.68,123.12,3,74,1.42,936.0,22.2,1.9,4,2,31.47762747,0,0,0,1,0
37,69.4,1.61,173,169,110.72,131.48,3,66,1.09,948.0,28.3,1.5,2,1,26.77365842,1,0,0,1,0
52,40.0,1.6,194,156,124.16,147.44,3,73,1.48,1156.0,23.4,2.3,4,2,15.625,0,0,0,0,1
26,43.2,1.8,185,149,118.4,140.6,3,52,1.87,1019.0,23.5,2.1,4,2,13.33333333,0,1,0,0,0
45,68.7,1.7,179,126,114.56,136.04,2,74,1.05,1161.0,22.9,3.1,4,3,23.7716263,1,1,0,0,0
18,61.1,1.74,191,159,122.24,145.16,3,69,1.36,1311.0,15.6,3.4,2,2,20.18100145,1,0,1,0,0
38,85.5,1.77,175,156,112.0,133.0,3,50,1.13,766.0,14.6,3.4,2,1,27.29100833,0,0,1,0,0
18,50.1,1.8,174,125,111.36,132.24,2,50,1.38,1185.0,30.8,3.4,3,2,15.46296296,1,0,1,0,0
45,129.9,1.75,197,154,126.08,149.72,3,73,1.97,757.0,23.5,2.4,5,1,42.41632653,0,1,0,0,0
47,93.3,1.73,184,123,117.76,139.84,2,62,1.45,998.0,15.1,1.7,4,2,31.17377794,1,0,0,0,1
45,73.7,1.7,190,167,121.6,144.4,3,67,1.11,1100.0,29.1,1.8,2,1,25.5017301,1,0,0,0,1
55,69.4,1.56,175,134,112.0,133.0,3,70,1.48,734.0,16.8,2.74,4,2,28.51742275,1,0,0,0,1
18,86.1,2.0,180,158,115.2,136.8,3,72,1.27,1173.0,19.7,3.5,2,3,21.525,0,0,1,0,0
20,68.44,1.5,198,128,126.72,150.48,2,50,0.97,906.0,31.2,3.4,2,1,30.41777778,1,1,0,0,0
18,40.0,1.77,189,137,120.96,143.64,2,74,0.6,829.0,24.7,2.6,4,1,12.7677232,1,1,0,0,0
46,40.8,1.71,191,162,122.24,145.16,3,52,0.93,903.0,14.2,1.9,2,2,13.95301118,1,0,0,0,1
43,56.4,1.8,174,161,111.36,132.24,3,74,1.03,327.0,10.0,3.2,3,1,17.40740741,0,0,0,1,0
45,60.7,1.63,170,139,108.8,129.2,3,74,1.18,1356.0,10.0,3.3,3,3,22.84617411,1,1,0,0,0
43,40.0,1.69,187,162,119.68,142.12,3,66,0.9,886.0,28.0,2.2,2,1,14.00511187,1,0,0,1,0
29,84.4,1.67,184,160,117.76,139.84,3,74,1.28,1475.0,10.0,2.1,5,2,30.26282764,1,0,0,0,1
18,67.5,1.71,185,166,118.4,140.6,3,58,1.81,1162.0,10.6,3.5,3,2,23.08402585,1,1,0,0,0
21,62.1,1.68,173,158,110.72,131.48,3,71,1.23,1186.0,26.4,3.5,4,1,22.00255102,1,0,0,0,1
41,83.7,1.92,161,163,103.04,122.36,3,59,1.37,1308.0,21.4,1.5,2,2,22.70507813,0,1,0,0,0
26,80.6,1.86,195,127,124.8,148.2,2,53,2.0,564.0,23.1,1.5,3,2,23.29749104,1,0,0,1,0
33,60.8,1.78,189,147,120.96,143.64,3,73,1.04,951.0,27.3,3.3,4,2,19.18949628,0,1,0,0,0
18,44.8,1.81,164,151,104.96,124.64,3,57,1.2,742.0,23.5,3.3,4,3,13.67479625,0,0,1,0,0
21,62.3,1.91,198,141,126.72,150.48,2,51,1.47,1394.0,22.7,1.8,3,2,17.07738275,0,0,0,0,1
49,97.4,1.67,171,132,109.44,129.96,3,72,1.97,1091.0,30.4,3.6,3,1,34.92416365,1,1,0,0,0
19,51.4,1.78,167,154,106.88,126.92,3,70,2.0,1218.0,29.8,2.1,3,2,16.22269915,0,0,0,0,1
31,79.1,1.74,192,167,122.88,145.92,3,74,0.93,1157.0,18.7,1.9,2,3,26.12630466,0,1,0,0,0
43,57.5,2.0,172,126,110.08,130.72,2,64,1.4,735.0,16.9,2.1,3,1,14.375,0,1,0,0,0
43,70.6,1.71,193,148,123.52,146.68,3,54,1.28,725.0,27.1,3.6,3,1,24.14418112,1,1,0,0,0
18,72.5,1.79,173,140,110.72,131.48,3,67,1.34,1629.0,27.3,2.7,5,1,22.62725882,1,0,0,1,0
44,68.0,1.66,182,146,116.48,138.32,3,68,0.82,1278.0,20.7,3.0,5,1,24.67702134,1,0,1,0,0
21,121.6,1.78,182,151,116.48,138.32,3,50,1.81,1242.0,21.0,3.5,4,2,38.37899255,1,0,0,0,1
44,55.1,1.9,196,165,125.44,148.96,3,55,1.26,901.0,26.9,2.6,3,1,15.26315789,0,0,0,1,0
58,51.2,1.72,165,139,105.6,125.4,3,70,0.79,1612.0,20.6,2.1,3,3,17.30665224,1,0,0,0,1
35,60.8,1.64,161,127,103.04,122.36,3,74,1.57,1132.0,20.7,3.7,3,3,22.60559191,1,0,0,0,1
18,49.8,1.96,199,162,127.36,151.24,3,74,1.64,996.0,23.96,2.3,4,2,12.9633486,0,0,0,1,0
26,64.7,1.75,172,157,110.08,130.72,3,52,1.35,1193.0,23.5,1.6,3,2,21.12653061,1,0,0,0,1
24,58.5,1.87,183,128,117.12,139.08,2,74,1.36,1034.0,24.8,3.3,4,1,16.72910292,1,0,1,0,0
31,49.1,1.7,162,167,103.68,123.12,3,63,1.1,891.0,23.5,2.9,3,1,16.98961938,1,0,0,1,0
39,67.8,1.59,164,158,104.96,124.64,3,74,1.65,1374.0,25.9,2.6,5,2,26.81855939,1,0,0,1,0
22,43.3,1.69,176,158,112.64,133.76,3,53,1.31,500.0,23.7,1.5,2,2,15.16053359,0,0,0,1,0
44,40.8,1.74,177,165,113.28,134.52,3,72,1.338,384.0,10.0,2.18,3,1,13.47602061,1,0,1,0,0
18,71.5,1.69,186,124,119.04,141.36,2,60,1.53,763.0,16.9,2.5,2,1,25.03413746,0,0,0,0,1
50,41.1,1.51,169,152,108.16,128.44,3,63,2.0,1069.0,24.9,1.5,4,2,18.0255252,0,0,0,1,0
27,52.3,1.6,177,124,113.28,134.52,2,66,0.93,416.0,22.5,2.52,5,2,20.4296875,0,0,0,1,0
28,73.2,1.76,171,159,109.44,129.96,3,61,1.21,973.0,26.4,2.0,4,1,23.63119835,0,0,1,0,0
41,117.7,1.67,189,123,120.96,143.64,2,58,2.0,1243.0,26.2,3.2,2,1,42.20301911,1,0,0,0,1
31,63.8,1.74,199,140,127.36,151.24,2,55,1.5,741.0,28.1,1.6,3,2,21.07279693,0,0,1,0,0
31,62.1,1.71,172,169,110.08,130.72,3,55,1.52,854.0,27.4,3.7,3,3,21.23730379,0,0,1,0,0
18,52.0,1.66,199,137,127.36,151.24,2,74,2.0,1314.0,26.7,3.3,3,1,18.87066338,0,1,0,0,0
25,73.3,1.5,185,169,118.4,140.6,3,67,1.38,433.0,30.6,1.5,4,1,32.57777778,1,0,0,1,0
18,50.0,1.83,163,140,104.32,123.88,3,64,1.41,969.0,19.0,1.9,3,2,14.93027561,0,0,0,0,1
34,90.0,1.74,194,167,124.16,147.44,3,57,1.36,764.0,25.0,2.6,4,2,29.72651605,0,1,0,0,0
39,109.6,1.84,199,152,127.36,151.24,3,74,1.27,790.0,26.7,3.5,2,2,32.37240076,0,0,1,0,0
18,43.5,1.77,161,136,103.04,122.36,3,57,2.0,452.0,24.4,3.3,5,1,13.88489898,0,1,0,0,0
20,115.4,1.73,187,154,119.68,142.12,3,63,1.12,878.0,30.7,3.5,3,1,38.55792041,0,0,0,0,1
22,47.4,1.91,161,164,103.04,122.36,3,73,2.0,1206.0,26.6,3.5,5,3,12.99306488,0,1,0,0,0
18,54.6,1.66,189,142,120.96,143.64,2,64,1.19,523.0,34.7,2.6,2,1,19.81419655,0,0,1,0,0
36,40.0,2.0,193,121,123.52,146.68,1,59,1.98,1282.0,25.7,2.6,4,1,10.0,0,0,0,0,1
26,71.2,2.0,169,159,108.16,128.44,3,52,1.42,749.0,29.8,3.5,4,2,17.8,1,0,0,1,0
53,46.4,1.7,169,120,108.16,128.44,2,72,1.49,1415.0,21.9,3.4,4,2,16.05536332,1,0,0,0,1
18,69.9,1.78,160,143,102.4,121.6,3,74,2.0,930.0,19.6,2.0,3,3,22.06160838,1,0,1,0,0
20,64.9,1.69,187,128,119.68,142.12,2,54,0.68,1303.0,10.0,3.3,4,3,22.723294,0,1,0,0,0
43,47.6,1.65,198,140,126.72,150.48,2,61,2.0,692.0,22.0,3.5,3,2,17.48393021,1,1,0,0,0
23,48.9,1.7,168,156,107.52,127.68,3,65,1.4,1776.0,32.5,2.1,3,2,16.92041522,0,0,0,0,1
38,78.6,1.98,194,136,124.16,147.44,2,69,1.3,1590.0,27.2,2.3,4,2,20.04897459,1,0,0,1,0
51,72.2,1.91,184,140,117.76,139.84,3,70,1.39,960.0,21.0,1.5,3,2,19.79112415,1,0,1,0,0
54,79.8,1.94,163,120,104.32,123.88,2,63,1.53,827.0,25.3,3.3,4,2,21.20310341,1,0,0,0,1
22,62.8,1.71,182,153,116.48,138.32,3,70,2.0,816.0,15.8,2.42,3,2,21.47669368,0,0,0,0,1
26,122.7,1.718,191,151,122.24,145.16,3,72,1.14,524.0,24.3,1.5,2,3,41.57174395,1,0,0,1,0
23,52.4,1.86,166,130,106.24,126.16,3,59,1.53,880.0,21.6,1.5,4,2,15.14625968,1,0,0,0,1
42,67.7,1.82,199,125,127.36,151.24,1,55,0.76,1239.0,15.0,3.4,2,2,20.43835286,1,1,0,0,0
34,88.8,1.56,198,160,126.72,150.48,3,53,1.18,1086.0,32.6,3.4,4,2,36.48915187,1,1,0,0,0
29,101.5,1.9,175,165,112.0,133.0,3,74,1.46,1128.0,26.3,2.7,2,1,28.11634349,1,0,0,0,1
18,40.0,1.72,195,137,124.8,148.2,2,52,2.0,1783.0,18.6,1.5,4,1,13.52082207,0,1,0,0,0
24,40.0,2.0,173,126,110.72,131.48,2,50,1.1,1783.0,31.9,1.6,3,1,10.0,0,1,0,0,0
42,50.5,1.76,192,156,122.88,145.92,3,72,1.25,768.0,12.8,1.7,4,2,16.30294421,0,1,0,0,0
41,66.2,1.83,196,126,125.44,148.96,2,74,1.6,993.0,20.2,2.5,5,1,19.76768491,1,0,0,0,1
37,77.5,1.5,175,142,112.0,133.0,3,70,1.58,1141.0,21.2,1.8,3,2,34.44444444,1,0,0,0,1
30,119.6,1.72,191,150,122.24,145.16,3,74,1.77,1006.0,13.1,2.2,4,3,40.42725798,1,0,0,0,1
38,40.0,1.5,172,169,110.08,130.72,3,59,1.52,1107.0,24.9,2.8,3,1,17.77777778,0,0,1,0,0
18,82.3,1.74,198,155,126.72,150.48,3,55,1.38,1368.0,26.0,3.3,2,3,27.18324746,0,0,0,1,0
54,71.2,1.7,190,120,121.6,144.4,1,58,1.21,708.0,14.4,3.1,4,2,24.6366782,0,0,0,1,0
34,53.0,1.92,199,134,127.36,151.24,2,68,1.12,790.0,19.8,3.5,4,3,14.37717014,0,0,0,1,0
56,45.7,1.96,192,153,122.88,145.92,3,71,2.0,868.0,11.4,2.0,4,2,11.89608496,1,0,0,0,1
18,79.6,1.75,168,125,107.52,127.68,2,54,1.26,682.0,25.1,2.4,3,2,25.99183673,1,0,1,0,0
42,105.3,1.67,175,143,112.0,133.0,3,74,1.1,1115.0,25.4,3.3,3,1,37.75682169,1,0,0,1,0
31,84.5,1.56,194,124,124.16,147.44,1,70,1.31,734.0,23.6,3.3,2,2,34.72222222,0,0,0,1,0
50,98.6,1.54,187,126,119.68,142.12,2,57,0.72,940.0,23.5,1.6,3,1,41.57530781,0,0,0,1,0
27,55.4,1.72,186,153,119.04,141.36,3,74,2.0,1281.0,10.9,2.4,4,2,18.72633856,0,0,0,1,0
41,40.0,1.77,168,154,107.52,127.68,3,74,1.14,628.0,19.9,3.4,5,1,12.7677232,1,0,1,0,0
26,63.9,1.75,199,121,127.36,151.24,1,72,2.0,638.0,23.6,3.4,4,2,20.86530612,1,0,1,0,0
47,40.0,1.91,185,147,118.4,140.6,3,74,1.41,608.0,24.3,2.9,3,1,10.96461172,0,1,0,0,0
31,40.0,2.0,192,134,122.88,145.92,2,55,1.44,1116.0,12.0,2.6,2,2,10.0,1,0,0,1,0
27,91.9,1.5,185,154,118.4,140.6,3,60,1.08,825.0,28.8,3.2,5,2,40.84444444,0,0,1,0,0
20,42.4,1.69,198,129,126.72,150.48,2,58,0.77,1030.0,28.1,1.5,3,1,14.84541858,1,0,1,0,0
21,76.8,1.52,191,140,122.24,145.16,2,66,1.08,702.0,21.0,3.6,3,2,33.24099723,0,1,0,0,0
47,70.7,1.66,195,169,124.8,148.2,3,60,1.25,1033.0,16.7,3.5,4,2,25.65684424,1,0,0,0,1
33,40.0,1.88,196,162,125.44,148.96,3,58,1.59,1131.0,30.4,2.6,3,1,11.31733816,0,0,0,0,1
59,40.0,1.56,163,167,104.32,123.88,3,74,1.59,722.0,23.7,3.2,4,3,16.4365549,0,1,0,0,0
43,46.8,1.67,178,141,113.92,135.28,3,64,1.03,1403.0,26.1,3.2,3,1,16.78080964,0,1,0,0,0
27,100.7,1.75,163,166,104.32,123.88,3,61,1.28,1159.0,28.1,3.7,3,1,32.88163265,0,1,0,0,0
44,73.4,1.59,199,152,127.36,151.24,3,72,0.94,721.0,23.0,2.2,4,1,29.03366164,1,1,0,0,0
22,63.4,1.83,196,169,125.44,148.96,3,71,1.66,466.0,28.0,3.4,2,3,18.93158948,0,1,0,0,0
19,129.9,1.71,161,169,103.04,122.36,3,56,2.0,443.0,29.6,2.4,4,2,44.42392531,1,0,0,0,1
24,48.3,1.73,193,136,123.52,146.68,2,62,1.98,1404.0,22.0,3.5,3,1,16.13819373,1,0,0,1,0
45,80.5,1.89,183,134,117.12,139.08,2,74,1.02,1311.0,24.6,1.9,4,1,22.53576328,1,0,1,0,0
35,42.9,1.51,163,131,104.32,123.88,3,74,2.0,526.0,15.3,3.3,5,2,18.81496426,1,1,0,0,0
18,74.6,1.88,177,166,113.28,134.52,3,53,2.0,1010.0,18.0,2.2,5,1,21.10683567,0,1,0,0,0
21,66.7,1.93,175,166,112.0,133.0,3,63,1.26,949.0,27.8,3.4,2,2,17.90652098,0,0,0,0,1
31,55.0,1.6,172,164,110.08,130.72,3,53,1.85,1361.0,20.6,3.4,4,1,21.484375,1,0,0,1,0
27,52.3,1.77,193,130,123.52,146.68,2,57,2.0,993.0,25.6,2.76,4,1,16.69379808,1,0,0,0,1
46,65.7,1.75,192,135,122.88,145.92,2,59,1.31,881.0,10.0,2.7,2,1,21.45306122,0,0,0,1,0
53,84.7,1.61,193,158,123.52,146.68,3,72,2.0,478.0,25.6,2.4,3,1,32.67620848,1,0,0,0,1
18,80.4,1.97,172,137,110.08,130.72,3,74,1.62,617.0,22.4,3.4,3,1,20.71684403,1,0,0,1,0
18,63.4,1.85,191,148,122.24,145.16,3,69,0.89,1106.0,21.4,2.3,5,3,18.52447042,1,0,0,1,0
48,61.8,1.71,172,140,110.08,130.72,3,62,1.37,1266.0,28.6,3.6,4,1,21.13470812,1,1,0,0,0
53,64.4,1.58,198,158,126.72,150.48,3,74,1.82,1144.0,27.2,3.0,2,1,25.79714789,1,0,0,0,1
25,44.2,1.9,174,159,111.36,132.24,3,50,1.1,1293.0,25.7,2.5,4,2,12.24376731,0,0,0,0,1
18,43.1,1.75,183,138,117.12,139.08,2,53,1.95,437.0,19.1,3.6,2,2,14.07346939,1,1,0,0,0
18,92.1,1.59,171,150,109.44,129.96,3,54,1.17,968.0,21.8,2.4,5,2,36.43052094,0,0,0,0,1
31,58.7,1.66,183,149,117.12,139.08,3,74,1.15,1368.0,23.1,2.3,4,1,21.30207577,0,1,0,0,0
44,59.4,1.67,197,164,126.08,149.72,3,53,1.31,676.0,24.8,2.96,3,2,21.29871993,1,1,0,0,0
59,44.5,1.84,183,154,117.12,139.08,3,71,1.28,787.0,26.5,1.7,2,2,13.14390359,1,1,0,0,0
44,84.8,2.0,196,155,125.44,148.96,3,70,1.66,1439.0,12.1,1.7,2,1,21.2,1,0,1,0,0
57,80.0,1.79,167,127,106.88,126.92,3,54,1.01,312.0,24.3,2.6,4,2,24.96800974,1,0,0,0,1
20,87.1,1.91,186,150,119.04,141.36,3,51,1.39,1431.0,27.0,2.8,3,3,23.87544201,0,0,0,0,1
27,56.4,1.76,198,129,126.72,150.48,2,71,1.79,488.0,22.9,3.3,4,1,18.20764463,0,0,1,0,0
32,58.4,2.0,179,139,114.56,136.04,3,60,1.21,1379.0,23.3,3.2,4,2,14.6,0,0,0,1,0
42,68.5,1.75,187,167,119.68,142.12,3,54,1.3,708.0,15.4,1.6,4,1,22.36734694,1,1,0,0,0
48,77.7,1.76,184,156,117.76,139.84,3,53,2.0,1153.0,28.4,2.4,3,1,25.08393595,1,1,0,0,0
55,67.1,1.58,199,122,127.36,151.24,1,71,1.86,960.0,21.7,1.5,4,2,26.87870534,1,0,0,1,0
31,55.7,1.8,168,167,107.52,127.68,3,64,1.53,600.0,34.4,2.8,4,3,17.19135802,1,0,1,0,0
39,63.2,1.74,181,157,115.84,137.56,3,54,1.62,900.0,13.9,2.1,5,1,20.87462016,1,0,0,1,0
40,64.6,1.55,198,133,126.72,150.48,2,74,1.39,303.0,21.4,1.5,2,2,26.88865765,1,0,0,1,0
35,55.0,1.798,172,149,110.08,130.72,3,62,1.43,1423.0,30.0,3.5,3,2,17.01309451,0,0,0,1,0
36,71.9,1.66,177,145,113.28,134.52,3,73,0.96,556.0,23.3,3.2,2,2,26.09232109,1,0,0,0,1
26,56.7,1.73,168,144,107.52,127.68,3,71,0.68,1129.0,25.5,3.4,3,1,18.94483611,1,0,0,1,0
48,56.0,1.7,164,132,104.96,124.64,3,50,2.0,1148.0,26.6,3.1,2,2,19.37716263,0,0,1,0,0
54,74.9,1.69,195,153,124.8,148.2,3,62,1.1,1389.0,14.4,3.1,3,1,26.22457197,1,0,0,0,1
55,85.82,1.68,164,156,104.96,124.64,3,67,1.59,851.0,33.1,2.8,3,2,30.40674603,1,1,0,0,0
18,43.0,1.95,163,164,104.32,123.88,3,68,2.0,1349.0,18.5,3.2,2,2,11.30834977,1,0,0,1,0
59,70.2,1.77,172,124,110.08,130.72,2,68,1.47,1069.0,21.4,3.5,4,1,22.40735421,0,1,0,0,0
23,96.5,1.8,187,155,119.68,142.12,3,68,0.92,1465.0,29.3,3.2,3,1,29.78395062,0,0,0,0,1
30,56.6,2.0,184,125,117.76,139.84,2,52,1.29,918.0,28.9,3.3,2,1,14.15,0,1,0,0,0
38,40.0,1.88,164,154,104.96,124.64,3,70,1.63,1109.0,20.7,1.7,2,2,11.31733816,1,0,0,0,1
18,101.2,1.59,198,122,126.72,150.48,1,58,1.08,1271.4,28.6,3.1,4,2,40.0300621,0,0,0,1,0
48,81.9,1.8,180,165,115.2,136.8,3,67,1.25,1410.0,24.0,3.5,4,2,25.27777778,1,1,0,0,0
47,121.4,1.61,164,155,104.96,124.64,3,74,0.94,934.0,24.7,2.5,2,1,46.83461286,0,0,0,1,0
21,70.5,1.84,173,127,110.72,131.48,2,66,0.97,1013.0,26.7,1.6,5,3,20.82348771,1,1,0,0,0
23,70.5,1.65,192,162,122.88,145.92,3,50,0.63,1186.0,27.1,2.6,2,2,25.8953168,1,1,0,0,0
46,54.8,1.69,194,148,124.16,147.44,3,74,0.52,846.0,16.5,3.5,3,3,19.18700326,0,0,0,0,1
42,72.0,1.9,184,147,117.76,139.84,3,67,1.48,1047.0,15.6,3.4,3,1,19.94459834,0,0,0,0,1
29,56.3,1.81,189,166,120.96,143.64,3,65,1.39,1066.0,14.3,2.9,3,1,17.18506761,0,0,0,1,0
18,46.5,1.54,198,169,126.72,150.48,3,55,1.272,1060.0,28.9,3.1,5,1,19.60701636,0,1,0,0,0
47,51.4,1.88,176,125,112.64,133.76,2,58,0.88,1133.0,24.0,3.3,3,3,14.54277954,1,0,0,0,1
43,42.6,1.62,189,169,120.96,143.64,3,74,1.0,1213.0,13.6,3.5,2,2,16.23228166,0,0,0,1,0
18,73.0,1.78,161,131,103.04,122.36,3,50,2.0,1319.0,26.1,1.5,5,1,23.0400202,0,0,0,1,0
50,87.9,1.68,192,151,122.88,145.92,3,71,2.0,494.0,15.5,3.1,3,3,31.14370748,0,0,0,1,0
35,53.0,1.67,183,128,117.12,139.08,2,72,1.29,682.0,21.9,2.2,3,2,19.00390835,0,0,0,0,1
43,46.3,1.61,190,136,121.6,144.4,2,69,2.0,1185.0,21.4,3.5,4,1,17.8619652,1,0,0,0,1
50,82.8,1.9,161,130,103.04,122.36,3,74,1.51,1151.0,16.8,3.3,4,3,22.93628809,0,0,0,1,0
53,82.9,1.6,170,148,108.8,129.2,3,55,1.93,541.0,17.8,2.5,3,2,32.3828125,1,0,1,0,0
18,71.9,1.54,177,120,113.28,134.52,2,73,1.17,817.0,16.8,2.6,3,1,30.31708551,1,0,0,1,0
27,41.0,1.82,171,138,109.44,129.96,3,53,1.47,1273.0,29.1,2.4,4,1,12.37773216,0,1,0,0,0
