Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type
29,77.4,1.69,179,132,114.56,136.04,2,74,1.11,712,27,3.5,2,3,27.09989146,Female,Yoga
18,84.1,1.78,194,145,124.16,147.44,2,64,2,686,30.3,3.3,3,3,26.54336574,Male,Cardio
29,40,1.86,180,169,115.2,136.8,3,63,1.26,986,25.3,1.5,3,1,11.56203029,Male,Yoga
42,66,1.6,196,159,125.44,148.96,3,52,1.93,1042,16.4,3.5,4,2,25.78125,Male,Strength
51,84.6,1.77,197,141,126.08,149.72,2,55,1.44,543,23.4,2.9,5,3,27.00373456,Female,HIIT
51,100.7,1.75,185,138,118.4,140.6,2,73,1.5,703,25.5,1.8,4,3,32.88163265,Male,Strength
22,58.6,2,165,169,105.6,125.4,3,57,2,1402,30,3.5,4,2,14.65,Male,Strength
21,57.4,1.74,179,161,114.56,136.04,3,73,2,457,27.7,2.5,3,1,18.95891135,Female,HIIT
21,69.5,1.54,167,158,106.88,126.92,3,72,1.28,1044,27.9,2.9,2,2,29.30511047,Male,Yoga
26,42.2,1.91,174,127,111.36,132.24,2,72,1.65,455,23.6,2.9,3,2,11.56766536,Female,Strength
18,61.3,1.6,191,135,122.24,145.16,2,67,1.09,609,13.7,1.6,2,3,23.9453125,Male,Strength
18,66.6,1.62,192,156,122.88,145.92,3,58,1.3,1250,21.3,3.2,5,1,25.37722908,Male,Cardio
37,94.4,1.7,193,127,123.52,146.68,2,70,1.27,1183,16.4,3.4,4,1,32.66435986,Female,HIIT
45,111.9,1.73,177,129,113.28,134.52,2,54,0.92,1267,18.3,2.6,4,1,37.38848608,Male,Strength
18,92,1.79,199,169,127.36,151.24,3,56,1.77,1105,14.4,2.72,2,1,28.7132112,Female,Strength
18,76.32,1.76,176,167,112.64,133.76,3,58,1.21,912,28.4,3.6,2,2,24.63842975,Female,Strength
51,61.1,1.82,165,163,105.6,125.4,3,57,1.19,1171,31.7,2.5,4,3,18.44583987,Male,Yoga
18,96,1.82,198,144,126.72,150.48,2,58,1.19,323,23.8,1.8,3,1,28.982007,Female,Yoga
27,89.7,1.67,172,130,110.08,130.72,2,64,1.46,729,27.7,3.4,4,2,32.16321847,Female,Yoga
34,61,1.69,190,159,121.6,144.4,3,63,0.99,1040,23.6,3.6,5,3,21.3577956,Female,Cardio
31,75.6,1.57,163,152,104.32,123.88,3,71,0.96,668,25.8,2.3,4,1,30.67061544,Female,Yoga
23,40,1.76,182,143,116.48,138.32,3,71,1.08,1442,25.7,3.3,5,3,12.91322314,Female,Yoga
54,46.8,1.67,181,169,115.84,137.56,3,74,1.48,745.6,25.5,1.5,4,1,16.78080964,Female,Strength
19,90.6,1.85,187,131,119.68,142.12,2,68,1.67,607,27.5,3.3,2,2,26.47187728,Female,HIIT
47,90.8,1.67,186,120,119.04,141.36,2,74,1.43,506,32,2.7,3,3,32.55763921,Female,Strength
33,129.9,1.69,168,152,107.52,127.68,3,74,1.61,810,27.5,3.5,3,2,45.48160078,Female,Strength
50,69.3,1.734,162,126,103.68,123.12,3,62,1.33,1138,25.6,1.5,3,1,23.04809569,Female,Strength
19,40,1.77,179,139,114.56,136.04,3,74,1.22,1173,27.7,1.6,3,3,12.7677232,Female,Yoga
27,112.6,1.79,174,167,111.36,132.24,3,60,0.69,1282,28.6,1.5,2,1,35.14247371,Male,Strength
49,54.2,1.64,182,147,116.48,138.32,3,64,0.95,914,19,3.2,2,2,20.15169542,Male,Strength
46,108.9,1.86,162,165,103.68,123.12,3,74,1.42,936,22.2,1.9,4,2,31.47762747,Male,Strength
37,69.4,1.61,173,169,110.72,131.48,3,66,1.09,948,28.3,1.5,2,1,26.77365842,Female,Strength
52,40,1.6,194,156,124.16,147.44,3,73,1.48,1156,23.4,2.3,4,2,15.625,Male,Yoga
26,43.2,1.8,185,149,118.4,140.6,3,52,1.87,1019,23.5,2.1,4,2,13.33333333,Male,Cardio
45,68.7,1.7,179,126,114.56,136.04,2,74,1.05,1161,22.9,3.1,4,3,23.7716263,Female,Cardio
18,61.1,1.74,191,159,122.24,145.16,3,69,1.36,1311,15.6,3.4,2,2,20.18100145,Female,HIIT
38,85.5,1.77,175,156,112,133,3,50,1.13,766,14.6,3.4,2,1,27.29100833,Male,HIIT
18,50.1,1.8,174,125,111.36,132.24,2,50,1.38,1185,30.8,3.4,3,2,15.46296296,Female,HIIT
45,129.9,1.75,197,154,126.08,149.72,3,73,1.97,757,23.5,2.4,5,1,42.41632653,Male,Cardio
47,93.3,1.73,184,123,117.76,139.84,2,62,1.45,998,15.1,1.7,4,2,31.17377794,Female,Yoga
45,73.7,1.7,190,167,121.6,144.4,3,67,1.11,1100,29.1,1.8,2,1,25.5017301,Female,Yoga
55,69.4,1.56,175,134,112,133,3,70,1.48,734,16.8,2.74,4,2,28.51742275,Female,Yoga
18,86.1,2,180,158,115.2,136.8,3,72,1.27,1173,19.7,3.5,2,3,21.525,Male,HIIT
20,68.44,1.5,198,128,126.72,150.48,2,50,0.97,906,31.2,3.4,2,1,30.41777778,Female,Cardio
18,40,1.77,189,137,120.96,143.64,2,74,0.6,829,24.7,2.6,4,1,12.7677232,Female,Cardio
46,40.8,1.71,191,162,122.24,145.16,3,52,0.93,903,14.2,1.9,2,2,13.95301118,Female,Yoga
43,56.4,1.8,174,161,111.36,132.24,3,74,1.03,327,10,3.2,3,1,17.40740741,Male,Strength
45,60.7,1.63,170,139,108.8,129.2,3,74,1.18,1356,10,3.3,3,3,22.84617411,Female,Cardio
43,40,1.69,187,162,119.68,142.12,3,66,0.9,886,28,2.2,2,1,14.00511187,Female,Strength
29,84.4,1.67,184,160,117.76,139.84,3,74,1.28,1475,10,2.1,5,2,30.26282764,Female,Yoga
18,67.5,1.71,185,166,118.4,140.6,3,58,1.81,1162,10.6,3.5,3,2,23.08402585,Female,Cardio
21,62.1,1.68,173,158,110.72,131.48,3,71,1.23,1186,26.4,3.5,4,1,22.00255102,Female,Yoga
41,83.7,1.92,161,163,103.04,122.36,3,59,1.37,1308,21.4,1.5,2,2,22.70507813,Male,Cardio
26,80.6,1.86,195,127,124.8,148.2,2,53,2,564,23.1,1.5,3,2,23.29749104,Female,Strength
33,60.8,1.78,189,147,120.96,143.64,3,73,1.04,951,27.3,3.3,4,2,19.18949628,Male,Cardio
18,44.8,1.81,164,151,104.96,124.64,3,57,1.2,742,23.5,3.3,4,3,13.67479625,Male,HIIT
21,62.3,1.91,198,141,126.72,150.48,2,51,1.47,1394,22.7,1.8,3,2,17.07738275,Male,Yoga
49,97.4,1.67,171,132,109.44,129.96,3,72,1.97,1091,30.4,3.6,3,1,34.92416365,Female,Cardio
19,51.4,1.78,167,154,106.88,126.92,3,70,2,1218,29.8,2.1,3,2,16.22269915,Male,Yoga
31,79.1,1.74,192,167,122.88,145.92,3,74,0.93,1157,18.7,1.9,2,3,26.12630466,Male,Cardio
43,57.5,2,172,126,110.08,130.72,2,64,1.4,735,16.9,2.1,3,1,14.375,Male,Cardio
43,70.6,1.71,193,148,123.52,146.68,3,54,1.28,725,27.1,3.6,3,1,24.14418112,Female,Cardio
18,72.5,1.79,173,140,110.72,131.48,3,67,1.34,1629,27.3,2.7,5,1,22.62725882,Female,Strength
44,68,1.66,182,146,116.48,138.32,3,68,0.82,1278,20.7,3,5,1,24.67702134,Female,HIIT
21,121.6,1.78,182,151,116.48,138.32,3,50,1.81,1242,21,3.5,4,2,38.37899255,Female,Yoga
44,55.1,1.9,196,165,125.44,148.96,3,55,1.26,901,26.9,2.6,3,1,15.26315789,Male,Strength
58,51.2,1.72,165,139,105.6,125.4,3,70,0.79,1612,20.6,2.1,3,3,17.30665224,Female,Yoga
35,60.8,1.64,161,127,103.04,122.36,3,74,1.57,1132,20.7,3.7,3,3,22.60559191,Female,Yoga
18,49.8,1.96,199,162,127.36,151.24,3,74,1.64,996,23.96,2.3,4,2,12.9633486,Male,Strength
26,64.7,1.75,172,157,110.08,130.72,3,52,1.35,1193,23.5,1.6,3,2,21.12653061,Female,Yoga
24,58.5,1.87,183,128,117.12,139.08,2,74,1.36,1034,24.8,3.3,4,1,16.72910292,Female,HIIT
31,49.1,1.7,162,167,103.68,123.12,3,63,1.1,891,23.5,2.9,3,1,16.98961938,Female,Strength
39,67.8,1.59,164,158,104.96,124.64,3,74,1.65,1374,25.9,2.6,5,2,26.81855939,Female,Strength
22,43.3,1.69,176,158,112.64,133.76,3,53,1.31,500,23.7,1.5,2,2,15.16053359,Male,Strength
44,40.8,1.74,177,165,113.28,134.52,3,72,1.338,384,10,2.18,3,1,13.47602061,Female,HIIT
18,71.5,1.69,186,124,119.04,141.36,2,60,1.53,763,16.9,2.5,2,1,25.03413746,Male,Yoga
50,41.1,1.51,169,152,108.16,128.44,3,63,2,1069,24.9,1.5,4,2,18.0255252,Male,Strength
27,52.3,1.6,177,124,113.28,134.52,2,66,0.93,416,22.5,2.52,5,2,20.4296875,Male,Strength
28,73.2,1.76,171,159,109.44,129.96,3,61,1.21,973,26.4,2,4,1,23.63119835,Male,HIIT
41,117.7,1.67,189,123,120.96,143.64,2,58,2,1243,26.2,3.2,2,1,42.20301911,Female,Yoga
31,63.8,1.74,199,140,127.36,151.24,2,55,1.5,741,28.1,1.6,3,2,21.07279693,Male,HIIT
31,62.1,1.71,172,169,110.08,130.72,3,55,1.52,854,27.4,3.7,3,3,21.23730379,Male,HIIT
18,52,1.66,199,137,127.36,151.24,2,74,2,1314,26.7,3.3,3,1,18.87066338,Male,Cardio
25,73.3,1.5,185,169,118.4,140.6,3,67,1.38,433,30.6,1.5,4,1,32.57777778,Female,Strength
18,50,1.83,163,140,104.32,123.88,3,64,1.41,969,19,1.9,3,2,14.93027561,Male,Yoga
34,90,1.74,194,167,124.16,147.44,3,57,1.36,764,25,2.6,4,2,29.72651605,Male,Cardio
39,109.6,1.84,199,152,127.36,151.24,3,74,1.27,790,26.7,3.5,2,2,32.37240076,Male,HIIT
18,43.5,1.77,161,136,103.04,122.36,3,57,2,452,24.4,3.3,5,1,13.88489898,Male,Cardio
20,115.4,1.73,187,154,119.68,142.12,3,63,1.12,878,30.7,3.5,3,1,38.55792041,Male,Yoga
22,47.4,1.91,161,164,103.04,122.36,3,73,2,1206,26.6,3.5,5,3,12.99306488,Male,Cardio
18,54.6,1.66,189,142,120.96,143.64,2,64,1.19,523,34.7,2.6,2,1,19.81419655,Male,HIIT
36,40,2,193,121,123.52,146.68,1,59,1.98,1282,25.7,2.6,4,1,10,Male,Yoga
26,71.2,2,169,159,108.16,128.44,3,52,1.42,749,29.8,3.5,4,2,17.8,Female,Strength
53,46.4,1.7,169,120,108.16,128.44,2,72,1.49,1415,21.9,3.4,4,2,16.05536332,Female,Yoga
18,69.9,1.78,160,143,102.4,121.6,3,74,2,930,19.6,2,3,3,22.06160838,Female,HIIT
20,64.9,1.69,187,128,119.68,142.12,2,54,0.68,1303,10,3.3,4,3,22.723294,Male,Cardio
43,47.6,1.65,198,140,126.72,150.48,2,61,2,692,22,3.5,3,2,17.48393021,Female,Cardio
23,48.9,1.7,168,156,107.52,127.68,3,65,1.4,1776,32.5,2.1,3,2,16.92041522,Male,Yoga
38,78.6,1.98,194,136,124.16,147.44,2,69,1.3,1590,27.2,2.3,4,2,20.04897459,Female,Strength
51,72.2,1.91,184,140,117.76,139.84,3,70,1.39,960,21,1.5,3,2,19.79112415,Female,HIIT
54,79.8,1.94,163,120,104.32,123.88,2,63,1.53,827,25.3,3.3,4,2,21.20310341,Female,Yoga
22,62.8,1.71,182,153,116.48,138.32,3,70,2,816,15.8,2.42,3,2,21.47669368,Male,Yoga
26,122.7,1.718,191,151,122.24,145.16,3,72,1.14,524,24.3,1.5,2,3,41.57174395,Female,Strength
23,52.4,1.86,166,130,106.24,126.16,3,59,1.53,880,21.6,1.5,4,2,15.14625968,Female,Yoga
42,67.7,1.82,199,125,127.36,151.24,1,55,0.76,1239,15,3.4,2,2,20.43835286,Female,Cardio
34,88.8,1.56,198,160,126.72,150.48,3,53,1.18,1086,32.6,3.4,4,2,36.48915187,Female,Cardio
29,101.5,1.9,175,165,112,133,3,74,1.46,1128,26.3,2.7,2,1,28.11634349,Female,Yoga
18,40,1.72,195,137,124.8,148.2,2,52,2,1783,18.6,1.5,4,1,13.52082207,Male,Cardio
24,40,2,173,126,110.72,131.48,2,50,1.1,1783,31.9,1.6,3,1,10,Male,Cardio
42,50.5,1.76,192,156,122.88,145.92,3,72,1.25,768,12.8,1.7,4,2,16.30294421,Male,Cardio
41,66.2,1.83,196,126,125.44,148.96,2,74,1.6,993,20.2,2.5,5,1,19.76768491,Female,Yoga
37,77.5,1.5,175,142,112,133,3,70,1.58,1141,21.2,1.8,3,2,34.44444444,Female,Yoga
30,119.6,1.72,191,150,122.24,145.16,3,74,1.77,1006,13.1,2.2,4,3,40.42725798,Female,Yoga
38,40,1.5,172,169,110.08,130.72,3,59,1.52,1107,24.9,2.8,3,1,17.77777778,Male,HIIT
18,82.3,1.74,198,155,126.72,150.48,3,55,1.38,1368,26,3.3,2,3,27.18324746,Male,Strength
54,71.2,1.7,190,120,121.6,144.4,1,58,1.21,708,14.4,3.1,4,2,24.6366782,Male,Strength
34,53,1.92,199,134,127.36,151.24,2,68,1.12,790,19.8,3.5,4,3,14.37717014,Male,Strength
56,45.7,1.96,192,153,122.88,145.92,3,71,2,868,11.4,2,4,2,11.89608496,Female,Yoga
18,79.6,1.75,168,125,107.52,127.68,2,54,1.26,682,25.1,2.4,3,2,25.99183673,Female,HIIT
42,105.3,1.67,175,143,112,133,3,74,1.1,1115,25.4,3.3,3,1,37.75682169,Female,Strength
31,84.5,1.56,194,124,124.16,147.44,1,70,1.31,734,23.6,3.3,2,2,34.72222222,Male,Strength
50,98.6,1.54,187,126,119.68,142.12,2,57,0.72,940,23.5,1.6,3,1,41.57530781,Male,Strength
27,55.4,1.72,186,153,119.04,141.36,3,74,2,1281,10.9,2.4,4,2,18.72633856,Male,Strength
41,40,1.77,168,154,107.52,127.68,3,74,1.14,628,19.9,3.4,5,1,12.7677232,Female,HIIT
26,63.9,1.75,199,121,127.36,151.24,1,72,2,638,23.6,3.4,4,2,20.86530612,Female,HIIT
47,40,1.91,185,147,118.4,140.6,3,74,1.41,608,24.3,2.9,3,1,10.96461172,Male,Cardio
31,40,2,192,134,122.88,145.92,2,55,1.44,1116,12,2.6,2,2,10,Female,Strength
27,91.9,1.5,185,154,118.4,140.6,3,60,1.08,825,28.8,3.2,5,2,40.84444444,Male,HIIT
20,42.4,1.69,198,129,126.72,150.48,2,58,0.77,1030,28.1,1.5,3,1,14.84541858,Female,HIIT
21,76.8,1.52,191,140,122.24,145.16,2,66,1.08,702,21,3.6,3,2,33.24099723,Male,Cardio
47,70.7,1.66,195,169,124.8,148.2,3,60,1.25,1033,16.7,3.5,4,2,25.65684424,Female,Yoga
33,40,1.88,196,162,125.44,148.96,3,58,1.59,1131,30.4,2.6,3,1,11.31733816,Male,Yoga
59,40,1.56,163,167,104.32,123.88,3,74,1.59,722,23.7,3.2,4,3,16.4365549,Male,Cardio
43,46.8,1.67,178,141,113.92,135.28,3,64,1.03,1403,26.1,3.2,3,1,16.78080964,Male,Cardio
27,100.7,1.75,163,166,104.32,123.88,3,61,1.28,1159,28.1,3.7,3,1,32.88163265,Male,Cardio
44,73.4,1.59,199,152,127.36,151.24,3,72,0.94,721,23,2.2,4,1,29.03366164,Female,Cardio
22,63.4,1.83,196,169,125.44,148.96,3,71,1.66,466,28,3.4,2,3,18.93158948,Male,Cardio
19,129.9,1.71,161,169,103.04,122.36,3,56,2,443,29.6,2.4,4,2,44.42392531,Female,Yoga
24,48.3,1.73,193,136,123.52,146.68,2,62,1.98,1404,22,3.5,3,1,16.13819373,Female,Strength
45,80.5,1.89,183,134,117.12,139.08,2,74,1.02,1311,24.6,1.9,4,1,22.53576328,Female,HIIT
35,42.9,1.51,163,131,104.32,123.88,3,74,2,526,15.3,3.3,5,2,18.81496426,Female,Cardio
18,74.6,1.88,177,166,113.28,134.52,3,53,2,1010,18,2.2,5,1,21.10683567,Male,Cardio
21,66.7,1.93,175,166,112,133,3,63,1.26,949,27.8,3.4,2,2,17.90652098,Male,Yoga
31,55,1.6,172,164,110.08,130.72,3,53,1.85,1361,20.6,3.4,4,1,21.484375,Female,Strength
27,52.3,1.77,193,130,123.52,146.68,2,57,2,993,25.6,2.76,4,1,16.69379808,Female,Yoga
46,65.7,1.75,192,135,122.88,145.92,2,59,1.31,881,10,2.7,2,1,21.45306122,Male,Strength
53,84.7,1.61,193,158,123.52,146.68,3,72,2,478,25.6,2.4,3,1,32.67620848,Female,Yoga
18,80.4,1.97,172,137,110.08,130.72,3,74,1.62,617,22.4,3.4,3,1,20.71684403,Female,Strength
18,63.4,1.85,191,148,122.24,145.16,3,69,0.89,1106,21.4,2.3,5,3,18.52447042,Female,Strength
48,61.8,1.71,172,140,110.08,130.72,3,62,1.37,1266,28.6,3.6,4,1,21.13470812,Female,Cardio
53,64.4,1.58,198,158,126.72,150.48,3,74,1.82,1144,27.2,3,2,1,25.79714789,Female,Yoga
25,44.2,1.9,174,159,111.36,132.24,3,50,1.1,1293,25.7,2.5,4,2,12.24376731,Male,Yoga
18,43.1,1.75,183,138,117.12,139.08,2,53,1.95,437,19.1,3.6,2,2,14.07346939,Female,Cardio
18,92.1,1.59,171,150,109.44,129.96,3,54,1.17,968,21.8,2.4,5,2,36.43052094,Male,Yoga
31,58.7,1.66,183,149,117.12,139.08,3,74,1.15,1368,23.1,2.3,4,1,21.30207577,Male,Cardio
44,59.4,1.67,197,164,126.08,149.72,3,53,1.31,676,24.8,2.96,3,2,21.29871993,Female,Cardio
59,44.5,1.84,183,154,117.12,139.08,3,71,1.28,787,26.5,1.7,2,2,13.14390359,Female,Cardio
44,84.8,2,196,155,125.44,148.96,3,70,1.66,1439,12.1,1.7,2,1,21.2,Female,HIIT
57,80,1.79,167,127,106.88,126.92,3,54,1.01,312,24.3,2.6,4,2,24.96800974,Female,Yoga
20,87.1,1.91,186,150,119.04,141.36,3,51,1.39,1431,27,2.8,3,3,23.87544201,Male,Yoga
27,56.4,1.76,198,129,126.72,150.48,2,71,1.79,488,22.9,3.3,4,1,18.20764463,Male,HIIT
32,58.4,2,179,139,114.56,136.04,3,60,1.21,1379,23.3,3.2,4,2,14.6,Male,Strength
42,68.5,1.75,187,167,119.68,142.12,3,54,1.3,708,15.4,1.6,4,1,22.36734694,Female,Cardio
48,77.7,1.76,184,156,117.76,139.84,3,53,2,1153,28.4,2.4,3,1,25.08393595,Female,Cardio
55,67.1,1.58,199,122,127.36,151.24,1,71,1.86,960,21.7,1.5,4,2,26.87870534,Female,Strength
31,55.7,1.8,168,167,107.52,127.68,3,64,1.53,600,34.4,2.8,4,3,17.19135802,Female,HIIT
39,63.2,1.74,181,157,115.84,137.56,3,54,1.62,900,13.9,2.1,5,1,20.87462016,Female,Strength
40,64.6,1.55,198,133,126.72,150.48,2,74,1.39,303,21.4,1.5,2,2,26.88865765,Female,Strength
35,55,1.798,172,149,110.08,130.72,3,62,1.43,1423,30,3.5,3,2,17.01309451,Male,Strength
36,71.9,1.66,177,145,113.28,134.52,3,73,0.96,556,23.3,3.2,2,2,26.09232109,Female,Yoga
26,56.7,1.73,168,144,107.52,127.68,3,71,0.68,1129,25.5,3.4,3,1,18.94483611,Female,Strength
48,56,1.7,164,132,104.96,124.64,3,50,2,1148,26.6,3.1,2,2,19.37716263,Male,HIIT
54,74.9,1.69,195,153,124.8,148.2,3,62,1.1,1389,14.4,3.1,3,1,26.22457197,Female,Yoga
55,85.82,1.68,164,156,104.96,124.64,3,67,1.59,851,33.1,2.8,3,2,30.40674603,Female,Cardio
18,43,1.95,163,164,104.32,123.88,3,68,2,1349,18.5,3.2,2,2,11.30834977,Female,Strength
59,70.2,1.77,172,124,110.08,130.72,2,68,1.47,1069,21.4,3.5,4,1,22.40735421,Male,Cardio
23,96.5,1.8,187,155,119.68,142.12,3,68,0.92,1465,29.3,3.2,3,1,29.78395062,Male,Yoga
30,56.6,2,184,125,117.76,139.84,2,52,1.29,918,28.9,3.3,2,1,14.15,Male,Cardio
38,40,1.88,164,154,104.96,124.64,3,70,1.63,1109,20.7,1.7,2,2,11.31733816,Female,Yoga
18,101.2,1.59,198,122,126.72,150.48,1,58,1.08,1271.4,28.6,3.1,4,2,40.0300621,Male,Strength
48,81.9,1.8,180,165,115.2,136.8,3,67,1.25,1410,24,3.5,4,2,25.27777778,Female,Cardio
47,121.4,1.61,164,155,104.96,124.64,3,74,0.94,934,24.7,2.5,2,1,46.83461286,Male,Strength
21,70.5,1.84,173,127,110.72,131.48,2,66,0.97,1013,26.7,1.6,5,3,20.82348771,Female,Cardio
23,70.5,1.65,192,162,122.88,145.92,3,50,0.63,1186,27.1,2.6,2,2,25.8953168,Female,Cardio
46,54.8,1.69,194,148,124.16,147.44,3,74,0.52,846,16.5,3.5,3,3,19.18700326,Male,Yoga
42,72,1.9,184,147,117.76,139.84,3,67,1.48,1047,15.6,3.4,3,1,19.94459834,Male,Yoga
29,56.3,1.81,189,166,120.96,143.64,3,65,1.39,1066,14.3,2.9,3,1,17.18506761,Male,Strength
18,46.5,1.54,198,169,126.72,150.48,3,55,1.272,1060,28.9,3.1,5,1,19.60701636,Male,Cardio
47,51.4,1.88,176,125,112.64,133.76,2,58,0.88,1133,24,3.3,3,3,14.54277954,Female,Yoga
43,42.6,1.62,189,169,120.96,143.64,3,74,1,1213,13.6,3.5,2,2,16.23228166,Male,Strength
18,73,1.78,161,131,103.04,122.36,3,50,2,1319,26.1,1.5,5,1,23.0400202,Male,Strength
50,87.9,1.68,192,151,122.88,145.92,3,71,2,494,15.5,3.1,3,3,31.14370748,Male,Strength
35,53,1.67,183,128,117.12,139.08,2,72,1.29,682,21.9,2.2,3,2,19.00390835,Male,Yoga
43,46.3,1.61,190,136,121.6,144.4,2,69,2,1185,21.4,3.5,4,1,17.8619652,Female,Yoga
50,82.8,1.9,161,130,103.04,122.36,3,74,1.51,1151,16.8,3.3,4,3,22.93628809,Male,Strength
53,82.9,1.6,170,148,108.8,129.2,3,55,1.93,541,17.8,2.5,3,2,32.3828125,Female,HIIT
18,71.9,1.54,177,120,113.28,134.52,2,73,1.17,817,16.8,2.6,3,1,30.31708551,Female,Strength
27,41,1.82,171,138,109.44,129.96,3,53,1.47,1273,29.1,2.4,4,1,12.37773216,Male,Cardio
18,81.9,1.79,178,160,113.92,135.28,3,60,1.24,1172,28.5,1.7,3,3,25.56099997,Female,Strength
18,67.7,1.69,192,123,122.88,145.92,2,57,1.44,1445,26.8,3.1,3,2,23.70365183,Male,Cardio
22,99.5,1.79,186,122,119.04,141.36,2,56,1.45,1783,27.6,3.5,2,2,31.05396211,Female,Cardio
31,47.4,1.73,178,150,113.92,135.28,3,57,1.64,962,28.8,2,4,3,15.83748204,Female,Cardio
18,71.1,1.84,189,127,120.96,143.64,2,74,0.85,1303,15.2,2.8,2,3,21.00070888,Male,Strength
22,89.8,1.79,179,163,114.56,136.04,3,59,2,1098,28.2,1.7,3,1,28.02659093,Male,Strength
28,81.7,1.81,177,130,113.28,134.52,2,50,1.45,507,23.2,1.7,3,1,24.9381887,Female,Cardio
40,40.4,1.68,171,130,109.44,129.96,3,54,2,527,27.3,3.3,4,3,14.31405896,Male,Strength
56,40,1.63,181,133,115.84,137.56,2,50,0.89,1674,23.4,1.5,3,2,15.05513945,Male,Yoga
41,40.2,1.76,198,135,126.72,150.48,2,56,1.93,964,18.8,3.4,4,1,12.97778926,Male,Strength
47,49.9,1.74,190,120,121.6,144.4,1,65,1.97,406,29.4,1.5,5,2,16.48170168,Male,HIIT
42,41.9,1.84,168,154,107.52,127.68,3,71,1.49,1029,30.6,2.6,4,2,12.37594518,Male,Strength
26,40,1.72,164,169,104.96,124.64,3,58,0.89,1198,17,1.6,5,2,13.52082207,Male,HIIT
18,47.3,1.75,196,169,125.44,148.96,3,56,1.32,706,29,1.9,2,2,15.44489796,Male,Cardio
54,79.6,1.87,190,155,121.6,144.4,3,53,1.408,884,27.7,3.5,2,2,22.76301867,Male,Strength
19,76.6,1.84,188,138,120.32,142.88,2,71,1.72,699,28.3,3.5,4,1,22.62523629,Female,HIIT
32,69.5,1.65,192,140,122.88,145.92,2,52,1.71,1163,29.8,3.5,4,1,25.52800735,Female,Cardio
46,68.6,1.63,177,150,113.28,134.52,3,58,2,1074,25.8,3.6,3,3,25.81956415,Female,Strength
46,73,2,184,123,117.76,139.84,2,64,0.9,1159,10,3.4,5,3,18.25,Male,Cardio
52,40.8,1.71,181,169,115.84,137.56,3,73,1.44,303,28.3,1.6,3,1,13.95301118,Female,Yoga
19,42.1,1.6,194,148,124.16,147.44,3,73,1.27,1305,12.7,3.3,2,2,16.4453125,Male,Cardio
34,40,1.82,176,141,112.64,133.76,3,66,1.34,1709,24.1,3,4,1,12.07583625,Male,Cardio
18,67.1,1.71,174,165,111.36,132.24,3,74,1.84,577,27.1,2.7,4,3,22.94723163,Female,Strength
53,67.2,1.68,190,138,121.6,144.4,2,55,1.67,924,22.6,1.5,3,1,23.80952381,Male,Strength
29,72.1,2,166,124,106.24,126.16,2,67,2,1582,32.7,3.4,3,2,18.025,Male,Strength
49,62,1.87,195,125,124.8,148.2,2,74,1.04,842,20,3.5,3,1,17.72998942,Female,HIIT
52,71.3,1.84,197,126,126.08,149.72,1,73,1.22,765,29.2,1.8,2,1,21.05978261,Male,Cardio
28,85.6,1.54,168,128,107.52,127.68,3,59,1.45,860,14.9,2.4,4,1,36.09377635,Female,Yoga
21,51.9,1.57,170,167,108.8,129.2,3,73,1.25,1082,27.5,1.6,3,2,21.05562092,Male,Strength
33,92.8,1.59,161,150,103.04,122.36,3,52,1.19,1640,23.8,2.6,3,3,36.70740873,Male,Cardio
58,40,1.7,193,120,123.52,146.68,1,52,0.99,1178,21.2,2.5,5,1,13.84083045,Female,Yoga
36,44.9,1.79,166,120,106.24,126.16,2,74,1.66,811,16.2,3.3,3,1,14.01329547,Female,HIIT
33,78.6,1.7,161,168,103.04,122.36,3,65,2,855,10,3.2,2,1,27.19723183,Male,Cardio
42,54,1.69,179,169,114.56,136.04,3,53,1.19,458,25.7,3.3,3,3,18.90690102,Female,Strength
29,53.8,1.66,163,133,104.32,123.88,3,64,2,1187,34.5,1.5,4,1,19.52387865,Male,Strength
26,91.7,1.58,167,120,106.88,126.92,2,52,1.65,1334,29.2,2.6,2,2,36.73289537,Female,Cardio
44,63.3,1.88,189,150,120.96,143.64,3,74,1.02,1184,16.5,3.5,4,1,17.90968764,Male,Strength
42,98.1,1.73,165,120,105.6,125.4,2,69,1.52,477,21.7,1.9,2,2,32.77757359,Female,Yoga
39,129.9,1.81,190,140,121.6,144.4,2,74,1.89,1007.6,14.9,2.5,2,3,39.65080431,Male,HIIT
56,40,1.85,194,158,124.16,147.44,3,67,1.43,1633,30.6,1.9,4,1,11.68736304,Female,Yoga
32,87.2,1.5,193,152,123.52,146.68,3,58,1.28,1538,23.2,2.1,3,3,38.75555556,Male,Cardio
31,64.8,1.71,174,164,111.36,132.24,3,57,1.64,857,26.2,2.7,4,2,22.16066482,Male,HIIT
48,51.6,1.8,181,161,115.84,137.56,3,68,0.82,1487,22.5,1.9,4,2,15.92592593,Male,Cardio
21,69.4,1.85,177,153,113.28,134.52,3,74,1.55,879,10,2.4,3,2,20.27757487,Male,Strength
38,77.4,1.54,169,149,108.16,128.44,3,50,2,867,29,3.6,5,2,32.63619497,Female,Strength
