고객ID,단디_최근1개월혜택,단디_최근3개월혜택,단디_최근6개월혜택,단디_최근12개월혜택
5457632387,40390.0,86000.0,154710.0,246550.0
5458159667,2070.0,5750.0,22680.0,24110.0
5458426507,14470.0,40820.0,117630.0,189490.0
5458662181,-700.0,5940.0,7980.0,12300.0
5459190444,1600.0,3230.0,2030.0,7340.0
5459472525,1700.0,35610.0,63220.0,125200.0
5459706531,16510.0,45280.0,86840.0,170570.0
5460234310,2750.0,5490.0,11970.0,21070.0
5460260189,12790.0,43700.0,89830.0,249060.0
5460511908,6510.0,19970.0,93870.0,196280.0
5462070473,7200.0,18510.0,57010.0,121090.0
5462084887,18020.0,46810.0,118610.0,196810.0
5462340209,3030.0,25850.0,59540.0,75660.0
5462859107,6390.0,20220.0,38730.0,46090.0
5463401267,4850.0,25130.0,51800.0,78710.0
5463404635,7600.0,24350.0,52610.0,79810.0
5464174995,10500.0,30760.0,65090.0,86420.0
5464191597,10000.0,22860.0,49260.0,72660.0
5464451222,-1000.0,9960.0,31580.0,50180.0
5467331391,2530.0,14130.0,15130.0,26830.0
5468094779,4990.0,25190.0,68510.0,65510.0
5468103222,4000.0,23540.0,40040.0,61040.0
5468118762,5950.0,25940.0,53500.0,96800.0
5468379720,27880.0,66310.0,138480.0,151380.0
5468889748,-1000.0,-3000.0,-930.0,2510.0
5469171732,18210.0,49400.0,101650.0,198680.0
5469936248,11200.0,31200.0,47200.0,77200.0
5470197784,3410.0,17630.0,43040.0,78910.0
5470746662,9000.0,31310.0,57700.0,125970.0
5471250758,710.0,8370.0,17760.0,25460.0
5471510786,12960.0,35990.0,65030.0,147320.0
5471784197,11660.0,31890.0,62800.0,125450.0
5471796638,8050.0,21760.0,26550.0,54270.0
5472314036,5680.0,15880.0,32880.0,56920.0
5472558769,500.0,7950.0,20700.0,74830.0
5472834410,11160.0,21080.0,24000.0,140420.0
5473368788,2650.0,12480.0,24680.0,44040.0
5473875208,3700.0,9410.0,31660.0,85620.0
5473884570,1790.0,6890.0,21320.0,68300.0
5475467688,11130.0,34050.0,73460.0,152320.0
5475967693,530.0,4470.0,1470.0,-4530.0
5475974902,8530.0,14600.0,32710.0,50620.0
5476509106,500.0,5500.0,20000.0,49600.0
5477274610,6700.0,21860.0,36260.0,57570.0
5477794087,2550.0,13820.0,26270.0,51140.0
5478348359,9300.0,33960.0,62460.0,121140.0
5478594270,11020.0,29700.0,69340.0,116960.0
5478860496,920.0,600.0,7620.0,23980.0
5479400001,2000.0,16370.0,43950.0,100870.0
5479637659,6000.0,18000.0,43560.0,72980.0
5480154060,4450.0,22750.0,43140.0,71390.0
5480419923,2330.0,17930.0,16430.0,10430.0
5480703819,9070.0,16780.0,40380.0,86550.0
5480952065,3200.0,24200.0,105190.0,149130.0
5481213916,5530.0,10360.0,16360.0,24630.0
5481474928,4000.0,12450.0,23500.0,47450.0
5481493916,15090.0,20150.0,18150.0,24150.0
5482516147,7190.0,25760.0,94650.0,193990.0
5482521573,1700.0,6140.0,3140.0,-2860.0
5482804411,9840.0,55050.0,90430.0,139150.0
5483591428,4310.0,9240.0,23680.0,55330.0
5483836329,1000.0,20880.0,58520.0,111290.0
5483843747,2890.0,7400.0,15470.0,37390.0
5484355541,-1000.0,2000.0,0.0,9000.0
5484368028,-1000.0,-3000.0,-6000.0,-8940.0
5486214254,7300.0,26440.0,54940.0,96860.0
5486995784,7880.0,18010.0,46430.0,110700.0
5487244387,6130.0,19160.0,37670.0,76620.0
5487511640,8010.0,21840.0,47230.0,100020.0
5488028265,4650.0,16150.0,41080.0,86590.0
5489073187,-1000.0,160.0,1390.0,2230.0
5489091164,2700.0,19100.0,30000.0,53500.0
5489856245,4020.0,19170.0,51250.0,87630.0
5491163721,6990.0,25640.0,52800.0,54580.0
5491707577,770.0,3850.0,7610.0,10630.0
5491949996,10500.0,30310.0,59270.0,138140.0
5492241825,6210.0,39400.0,82220.0,138320.0
5493266460,19090.0,68270.0,135870.0,191570.0
5493785488,15240.0,29270.0,82310.0,146880.0
5493798646,2000.0,20370.0,37990.0,84720.0
5494587270,5000.0,15000.0,18000.0,54000.0
5495381587,10920.0,34200.0,78680.0,154980.0
5495625762,5600.0,20480.0,71730.0,142040.0
5495637021,4400.0,20650.0,34210.0,43210.0
5496165282,0.0,13050.0,20040.0,56940.0
5496419931,4030.0,34630.0,60510.0,152400.0
5498273247,12210.0,42730.0,74590.0,124290.0
5498527550,2870.0,21570.0,28710.0,36310.0
5499304685,2300.0,1950.0,11050.0,22340.0
5500085683,13500.0,31860.0,70350.0,106190.0
5501661956,200.0,-1800.0,-2370.0,-1570.0
5502448749,12590.0,28590.0,57690.0,129260.0
5503223560,1080.0,940.0,2380.0,26450.0
5503245135,4800.0,20150.0,43090.0,96010.0
5503746615,5390.0,31470.0,33960.0,49460.0
5503766022,10000.0,19030.0,24030.0,45160.0
5504036988,2210.0,8880.0,24550.0,52660.0
5504037526,-1000.0,1680.0,-1320.0,-1410.0
5504039399,13040.0,21450.0,53080.0,117080.0
5504286689,33570.0,93760.0,338510.0,381500.0
5504539717,15960.0,36940.0,62700.0,119700.0
5505082366,15500.0,50130.0,97530.0,173530.0
5505342972,9900.0,45980.0,71850.0,123670.0
5505590720,20380.0,64070.0,127890.0,193500.0
5506107892,6600.0,17600.0,31600.0,35600.0
5506111909,2000.0,12380.0,33730.0,56830.0
5506387024,7990.0,10550.0,29000.0,57210.0
5506901748,17840.0,38020.0,96040.0,172410.0
5506916875,13310.0,27040.0,50880.0,112940.0
5507439560,5000.0,22680.0,48680.0,83410.0
5507951663,16600.0,46460.0,106270.0,193880.0
5507953922,2860.0,8420.0,18130.0,54280.0
5509020161,10990.0,27480.0,82070.0,250910.0
5510061529,-1000.0,5700.0,33210.0,43720.0
5510325971,14000.0,39240.0,84480.0,164280.0
5510844688,7420.0,22430.0,30410.0,54460.0
5512163819,9500.0,13500.0,24770.0,56930.0
5512411393,27070.0,105250.0,208950.0,384540.0
5512664617,12900.0,24400.0,34400.0,73850.0
5514236263,3330.0,6610.0,24630.0,20630.0
5514522866,5500.0,11400.0,14730.0,23230.0
5515027720,16370.0,30370.0,39870.0,67650.0
5515288266,1000.0,3000.0,25860.0,72190.0
5515312665,7440.0,27310.0,53240.0,159510.0
5515568395,4980.0,14510.0,25010.0,46310.0
5516859510,0.0,-1000.0,8600.0,15400.0
5518194441,12960.0,17500.0,19300.0,30800.0
5518441873,7420.0,23140.0,36090.0,67110.0
5518701557,16690.0,59230.0,96080.0,168650.0
5519232741,4400.0,17800.0,28110.0,44780.0
5519245848,3290.0,3420.0,8670.0,13500.0
5519484372,5530.0,14530.0,20530.0,24610.0
5520527031,20720.0,25170.0,44420.0,75300.0
5520545902,8330.0,18140.0,33210.0,54590.0
5520811364,9030.0,26190.0,53970.0,97900.0
5521071104,800.0,420.0,-780.0,-6780.0
5521315110,16290.0,48010.0,60260.0,87090.0
5521316857,3460.0,21210.0,47200.0,102170.0
5521342194,5200.0,18400.0,36800.0,75420.0
5521865979,8520.0,44160.0,75910.0,177890.0
5522120214,4180.0,32340.0,60630.0,113760.0
5523698935,20180.0,44160.0,78370.0,151590.0
5523934582,5800.0,31430.0,62200.0,125370.0
5523952746,7670.0,12170.0,103170.0,31700.0
5523959261,11290.0,25730.0,49940.0,67000.0
5524727613,8410.0,31280.0,54070.0,133540.0
5524999987,6860.0,14740.0,21090.0,25290.0
5525530947,14970.0,42340.0,57640.0,98010.0
5526321480,9200.0,27200.0,43700.0,45260.0
5527360587,4000.0,34170.0,86080.0,193320.0
5527602151,10260.0,38000.0,81200.0,164020.0
5528146537,4000.0,15620.0,53140.0,132040.0
5530484918,-1000.0,12910.0,25930.0,31930.0
5530501575,8240.0,12890.0,43090.0,135290.0
5531014036,7220.0,24110.0,28110.0,35540.0
5531015756,12200.0,28140.0,53770.0,76530.0
5531275315,8030.0,23770.0,41720.0,78900.0
5532600127,2570.0,8900.0,25450.0,36400.0
5533658950,13180.0,36550.0,68250.0,142510.0
5533894131,2180.0,7140.0,16060.0,29790.0
5534167947,13750.0,23870.0,30370.0,73800.0
5534187670,33610.0,86310.0,191810.0,383550.0
5534428021,12830.0,45930.0,93220.0,126380.0
5534682787,0.0,3000.0,6770.0,1770.0
5534964201,3800.0,18660.0,28910.0,61070.0
5535204747,3080.0,28150.0,68160.0,132130.0
5536001101,11950.0,30930.0,48180.0,88030.0
5536269667,4220.0,29870.0,61860.0,135310.0
5536284594,2000.0,7000.0,4000.0,3000.0
5537065152,6600.0,17000.0,30200.0,44380.0
5537303336,2500.0,3000.0,9000.0,22180.0
5537306230,5740.0,14540.0,37690.0,149930.0
5537852986,17320.0,52090.0,100270.0,185660.0
5538092319,10500.0,57000.0,87170.0,136540.0
5538620261,5820.0,11500.0,30640.0,49880.0
5538620997,9130.0,22290.0,34590.0,89290.0
5538906556,23160.0,58610.0,114160.0,224550.0
5539419759,4800.0,16800.0,13800.0,7800.0
5539674350,2500.0,22250.0,40430.0,55430.0
5540987103,28080.0,86630.0,156760.0,324260.0
5542020780,8000.0,11000.0,11560.0,10560.0
5542285764,3490.0,12410.0,15100.0,36460.0
5542294051,9090.0,21140.0,38500.0,82020.0
5542296719,6600.0,31040.0,39800.0,42530.0
5542566166,23600.0,70630.0,125780.0,221830.0
5543857362,8840.0,20030.0,30520.0,69340.0
5543870549,11410.0,43490.0,106760.0,204110.0
5544138676,12400.0,15400.0,32080.0,69250.0
5544149262,-1000.0,30760.0,70740.0,95690.0
5544647795,8280.0,25580.0,75050.0,136770.0
5544673722,6670.0,16480.0,27430.0,29410.0
5547802533,1000.0,6670.0,6670.0,9670.0
5548311556,10050.0,41820.0,56650.0,98900.0
5548331985,4860.0,8860.0,37910.0,121370.0
5549899386,8290.0,26030.0,73510.0,134280.0
5550957666,24710.0,48200.0,93280.0,187770.0
5551217260,2460.0,16460.0,48800.0,84460.0
5551218125,3500.0,14310.0,30380.0,47850.0
5551748926,5720.0,13980.0,22530.0,66820.0
5554869132,11510.0,43920.0,83070.0,136270.0
5555134656,2480.0,8830.0,7780.0,16150.0
5555678758,5800.0,15040.0,31700.0,54500.0
5556440018,-1000.0,10630.0,17760.0,46750.0
5556467751,4830.0,25190.0,65180.0,127480.0
5557223872,21300.0,61980.0,113430.0,216360.0
5558800839,21000.0,47280.0,81010.0,152630.0
5559084016,8000.0,31910.0,55140.0,113010.0
5560380903,4000.0,12000.0,24000.0,48000.0
5560896168,1940.0,6810.0,13030.0,30890.0
5561159549,4370.0,21230.0,32550.0,72400.0
5561418885,8600.0,21200.0,47400.0,91030.0
5561681695,4000.0,12000.0,38030.0,82270.0
5561703061,3200.0,14400.0,26100.0,74620.0
5562234511,4450.0,11010.0,20720.0,51840.0
5562737538,12110.0,18710.0,33000.0,82160.0
5562746084,4980.0,13160.0,24350.0,50000.0
5563013458,5500.0,13500.0,22000.0,24500.0
5563021941,1830.0,3250.0,4640.0,640.0
5563528327,15870.0,40960.0,77570.0,152430.0
5563547800,6280.0,13560.0,15050.0,28480.0
5564573490,5000.0,46270.0,76530.0,104760.0
5564830657,1560.0,3490.0,13060.0,24340.0
5565620492,2680.0,24260.0,24860.0,18860.0
5567189081,5830.0,8050.0,11460.0,10850.0
5567191233,7450.0,35060.0,68850.0,127350.0
5567447116,-1000.0,970.0,-2030.0,-1930.0
5567730121,3680.0,14680.0,34680.0,69110.0
5568516257,800.0,9280.0,14080.0,13480.0
5569312379,-1000.0,-3000.0,-6000.0,-12000.0
5569565202,7040.0,25840.0,47840.0,70510.0
5569806569,6910.0,15340.0,48810.0,127720.0
5569816139,-1000.0,-1470.0,-4470.0,-7350.0
5569828377,710.0,10130.0,12120.0,9830.0
5570856088,99120.0,168730.0,225940.0,299560.0
5571653306,14350.0,21960.0,60280.0,131170.0
5572982542,-1000.0,3050.0,6050.0,10850.0
5573505799,17870.0,63550.0,104330.0,114580.0
5573508931,2030.0,16690.0,49790.0,91160.0
5573742374,15720.0,53500.0,95860.0,194370.0
5574295135,200.0,4840.0,12250.0,34430.0
5575329106,0.0,-2000.0,-2380.0,5730.0
5575573899,14790.0,35200.0,56490.0,108490.0
5575576179,5860.0,8450.0,8960.0,2960.0
5575601507,-1000.0,1990.0,5770.0,18290.0
5576898892,560.0,4560.0,25560.0,37560.0
5576915785,14400.0,46860.0,90490.0,170310.0
5576916230,5400.0,19600.0,40120.0,63620.0
5577173709,0.0,1500.0,-1500.0,-7500.0
5577701006,2430.0,7190.0,17480.0,60000.0
5578463588,11980.0,26680.0,39800.0,181260.0
5578736318,15120.0,76490.0,102090.0,130130.0
5579527844,4190.0,16540.0,46160.0,72630.0
5581350003,4000.0,20650.0,47650.0,106180.0
5581631595,20420.0,50000.0,98290.0,161700.0
5581885426,8690.0,25330.0,36360.0,63080.0
5582137539,1760.0,2040.0,2040.0,-3960.0
5582392506,18520.0,52450.0,112080.0,241340.0
5582422275,5770.0,25760.0,44760.0,70180.0
5583176044,5950.0,8780.0,10280.0,8780.0
5584770861,2690.0,12270.0,19270.0,51070.0
5586062615,3200.0,9980.0,32540.0,64830.0
5586072973,1000.0,7040.0,11040.0,24690.0
5587119780,16450.0,43920.0,101840.0,189670.0
5587638084,12450.0,61050.0,122560.0,188870.0
5587903966,4000.0,13200.0,30600.0,47600.0
5587922278,4400.0,18800.0,25800.0,28600.0
5588966984,8170.0,23190.0,38310.0,62490.0
5591306044,3210.0,7620.0,9620.0,24660.0
5592379584,16210.0,49960.0,93290.0,176330.0
5592613309,16050.0,48330.0,82770.0,237080.0
5592908285,12410.0,27890.0,48990.0,78940.0
5593165898,2280.0,11980.0,28800.0,59820.0
5593422479,4000.0,12000.0,19920.0,42720.0
5593678223,14090.0,57320.0,103890.0,169150.0
5593927025,5590.0,5210.0,17210.0,17210.0
5594190048,2120.0,19180.0,37510.0,63290.0
5594201235,8740.0,30750.0,63310.0,95150.0
5594465412,16800.0,42840.0,87900.0,205210.0
5594982475,9500.0,24450.0,49760.0,68680.0
5595263363,16150.0,27250.0,40550.0,70520.0
5595779122,4000.0,12000.0,26600.0,50560.0
5596568884,1400.0,6500.0,14740.0,33450.0
5596819788,19210.0,33020.0,78040.0,197910.0
5597861290,8070.0,36650.0,82220.0,149810.0
5598410153,500.0,21860.0,43190.0,68930.0
5598926181,1620.0,8220.0,11700.0,25120.0
5600217979,4000.0,7000.0,5000.0,4000.0
5600488027,14790.0,24470.0,34840.0,39900.0
5600744998,5700.0,22850.0,55390.0,107620.0
5601021789,1400.0,7470.0,28490.0,73160.0
5602336991,9000.0,23000.0,36300.0,92590.0
5603107364,-1000.0,3520.0,10640.0,59580.0
5603113158,15600.0,32400.0,43000.0,71540.0
5604686066,-1000.0,15200.0,19890.0,46950.0
5605218574,6920.0,7720.0,13440.0,19690.0
5605468615,11560.0,25570.0,43790.0,66590.0
5605469499,4820.0,15300.0,33900.0,81670.0
5605749782,18970.0,54830.0,111820.0,220240.0
5607297043,1010.0,3810.0,11300.0,31280.0
5607830260,2190.0,12320.0,10220.0,5120.0
5608101297,13000.0,39300.0,83640.0,178620.0
5608107062,2620.0,12120.0,9120.0,9120.0
5609412734,3530.0,14410.0,45170.0,81250.0
5609683564,500.0,210.0,8760.0,21130.0
5611254467,18920.0,52230.0,81770.0,114130.0
5612564889,4800.0,20970.0,51880.0,123030.0
5613066705,1400.0,10520.0,23410.0,48100.0
5615166590,11420.0,25250.0,39600.0,101810.0
5615427206,500.0,5250.0,15210.0,39810.0
5615973378,7300.0,23720.0,36280.0,63440.0
5616994272,18170.0,49720.0,73520.0,77720.0
5617546076,3260.0,12440.0,38610.0,70540.0
5617802868,2270.0,15940.0,28820.0,48230.0
5617803092,1640.0,15260.0,31650.0,81870.0
5618329572,2990.0,6720.0,19310.0,21430.0
5618581868,7000.0,24250.0,39250.0,97050.0
5619354172,6220.0,13220.0,22640.0,61950.0
5620140839,10570.0,45580.0,74850.0,112650.0
5622506652,1790.0,6150.0,16750.0,38320.0
5622784288,560.0,3930.0,5790.0,9300.0
5623037130,5830.0,15180.0,31350.0,61260.0
5623309355,0.0,8740.0,24270.0,49880.0
5623818445,5000.0,13150.0,31150.0,55650.0
5624608399,4900.0,28120.0,57780.0,87370.0
5624888571,15000.0,49300.0,98900.0,163690.0
5626169690,7170.0,22270.0,55380.0,105690.0
5626455530,1970.0,6010.0,4510.0,3780.0
5626983095,1310.0,3270.0,9320.0,22020.0
5627232029,12310.0,41650.0,77330.0,141950.0
5627483558,10030.0,24990.0,72150.0,133000.0
5628297405,2000.0,5770.0,5270.0,23770.0
5628538355,6190.0,33900.0,51660.0,107550.0
5629845373,1000.0,8000.0,30900.0,82330.0
5630124890,2770.0,5900.0,12830.0,12220.0
5630649514,16280.0,44380.0,98260.0,162820.0
5630903640,5920.0,10900.0,7900.0,64650.0
5633270332,6040.0,18240.0,42290.0,59170.0
5634037238,20720.0,41590.0,87940.0,143190.0
5634048411,6480.0,16030.0,23720.0,54870.0
5634049499,3260.0,7890.0,12900.0,30790.0
5634834363,9720.0,26320.0,50350.0,106390.0
5635885085,1500.0,6240.0,18240.0,47220.0
5636145549,6000.0,16530.0,34530.0,64570.0
5637712137,5130.0,12300.0,30070.0,24070.0
5637725573,12640.0,30390.0,58520.0,99780.0
5639015910,11300.0,25300.0,33100.0,78550.0
5639037182,6000.0,31030.0,69600.0,117650.0
5640325799,3050.0,10160.0,14450.0,18050.0
5640332621,7020.0,19330.0,45190.0,39190.0
5642160197,14480.0,43080.0,81650.0,196340.0
5642160430,4780.0,13060.0,24060.0,52190.0
5642684336,12880.0,25780.0,68650.0,114860.0
5643226411,12390.0,34940.0,79340.0,148030.0
5643472669,17240.0,32080.0,77560.0,154090.0
5645567893,740.0,2460.0,4470.0,11340.0
5645597169,17980.0,56110.0,75550.0,98260.0
5645857765,22650.0,57520.0,125890.0,246160.0
5646618892,710.0,10190.0,26260.0,29490.0
5646908480,11950.0,22770.0,68470.0,74670.0
5647418010,8470.0,25020.0,48270.0,102630.0
5647684785,5800.0,7360.0,26360.0,39920.0
5648188872,17880.0,49000.0,86490.0,155270.0
5648462879,1100.0,3720.0,3750.0,5640.0
5649502966,9830.0,28970.0,97110.0,149500.0
5650035276,4530.0,20670.0,31090.0,53550.0
5650041776,11380.0,42180.0,106460.0,231520.0
5650822320,1760.0,5960.0,23800.0,60370.0
5650827261,5490.0,10930.0,18810.0,28740.0
5651350878,9040.0,79750.0,125430.0,190310.0
5651358822,10500.0,18250.0,15250.0,28810.0
5651620187,15150.0,33720.0,51940.0,59190.0
5652137321,40000.0,68300.0,95980.0,147080.0
5652384771,12200.0,42780.0,96980.0,201320.0
5652649070,5000.0,26030.0,44070.0,67050.0
5652936770,17540.0,39990.0,75310.0,155070.0
5653433622,18200.0,49890.0,93960.0,166930.0
5653443027,20720.0,61660.0,107990.0,215570.0
5654224094,3800.0,20050.0,39580.0,53860.0
5655535644,18050.0,47750.0,70920.0,111630.0
5655816561,12600.0,35540.0,65360.0,135250.0
5656081637,10410.0,22730.0,66570.0,104870.0
5656590469,-1000.0,3200.0,33810.0,76860.0
5656839064,3690.0,19170.0,24670.0,37210.0
5656868974,1910.0,6360.0,14070.0,30810.0
5657125815,11150.0,19670.0,34630.0,52860.0
5657370061,6960.0,36690.0,76260.0,154220.0
5658694318,7480.0,23220.0,50170.0,98110.0
5658694480,4280.0,27590.0,161710.0,187520.0
5660275428,39700.0,72650.0,142560.0,302430.0
5661852192,3920.0,8870.0,9700.0,12290.0
5662361866,6890.0,28300.0,69590.0,133950.0
5662376285,500.0,1500.0,4000.0,21010.0
5663674659,-1000.0,630.0,9480.0,8610.0
5666040878,4400.0,12180.0,30480.0,85220.0
5666043219,1000.0,7240.0,21490.0,43520.0
5668917784,5570.0,6570.0,10630.0,9130.0
5669176588,8110.0,17190.0,24410.0,32240.0
5670474513,11110.0,33150.0,66990.0,110280.0
5670743107,1670.0,8310.0,32010.0,120510.0
5671282470,4190.0,20650.0,54740.0,112200.0
5671538137,1100.0,3610.0,10470.0,26250.0
5672319722,38920.0,119640.0,220170.0,384220.0
5672325677,1250.0,24700.0,39700.0,145010.0
5672331983,2950.0,6000.0,8760.0,23210.0
5672336291,1990.0,12310.0,37380.0,78230.0
5672593058,4000.0,4160.0,1160.0,3910.0
5672845770,10100.0,36290.0,72240.0,135870.0
5673385288,12360.0,41910.0,70370.0,274940.0
5673623464,4120.0,16920.0,32800.0,72180.0
5673886268,9000.0,19000.0,39000.0,71900.0
5674410322,3270.0,16540.0,48340.0,98790.0
5675198755,5750.0,9180.0,40070.0,109140.0
5675726645,12900.0,29510.0,60430.0,135320.0
5675984135,-1000.0,3300.0,5570.0,9000.0
5677560629,3860.0,6960.0,7020.0,47110.0
5678100121,4430.0,22880.0,43620.0,68130.0
5678346780,2400.0,1960.0,25830.0,31880.0
5678874385,16290.0,45980.0,77840.0,152290.0
5679126733,10320.0,24820.0,38540.0,77940.0
5679401246,0.0,17770.0,20100.0,38500.0
5680184613,6540.0,24140.0,52490.0,131540.0
5680452209,5530.0,24200.0,55990.0,114340.0
5680964674,6590.0,16190.0,40190.0,105960.0
5681742368,9860.0,42440.0,84490.0,147080.0
5682275227,8020.0,15160.0,26100.0,46360.0
5682276662,7530.0,11800.0,22090.0,35720.0
5683333836,14970.0,46640.0,85790.0,190610.0
5683849638,7280.0,14840.0,32740.0,61580.0
5684115845,43000.0,46690.0,52810.0,74880.0
5684365818,-1000.0,190.0,3230.0,14220.0
5684890184,1730.0,7190.0,23780.0,55930.0
5685152334,1500.0,9180.0,21680.0,64500.0
5685156309,11550.0,30090.0,29940.0,23940.0
5687004098,4000.0,7500.0,23500.0,43730.0
5687795140,7000.0,35220.0,65600.0,123210.0
5688041513,13450.0,41800.0,79090.0,131060.0
5688296910,16300.0,26920.0,36420.0,103150.0
5688310344,6900.0,30050.0,54050.0,85300.0
5688586446,6860.0,6860.0,27450.0,46050.0
5689345779,8450.0,16960.0,55170.0,122460.0
5689348061,6830.0,16480.0,34010.0,68800.0
5691470171,13960.0,37640.0,60680.0,75580.0
5693828645,28670.0,101970.0,180300.0,465730.0
5694069351,13170.0,22960.0,27860.0,21860.0
5694070319,-1000.0,2850.0,3990.0,15790.0
5694092537,-1000.0,4710.0,8130.0,4530.0
5694591874,10840.0,30910.0,57730.0,131830.0
5694607605,21270.0,22510.0,22510.0,43980.0
5695374029,4000.0,7160.0,18250.0,34810.0
5695388331,1000.0,5400.0,7990.0,21490.0
5695389022,7000.0,49730.0,97620.0,109620.0
5695403102,22250.0,39430.0,57530.0,104110.0
5695921217,12640.0,48070.0,94100.0,185610.0
5695928255,14290.0,31920.0,68690.0,106880.0
5696178768,12790.0,37950.0,56030.0,78130.0
5696950468,-500.0,10630.0,32550.0,47730.0
5696977567,4250.0,17520.0,33960.0,73110.0
5697238360,7000.0,16540.0,31050.0,68770.0
5698000427,17990.0,40010.0,84780.0,214420.0
5698786017,2890.0,19160.0,22790.0,61790.0
5698805863,0.0,8000.0,29140.0,61140.0
5699306026,13710.0,49520.0,88350.0,153760.0
5699574662,6360.0,24410.0,68320.0,148390.0
5699582420,2530.0,3390.0,18570.0,13570.0
5699837586,-1000.0,-3000.0,-6000.0,-12000.0
5700097850,6160.0,23350.0,33030.0,52820.0
5700619049,7670.0,31050.0,65750.0,139820.0
5700632094,16360.0,54170.0,120360.0,248650.0
5700639822,12990.0,117170.0,130700.0,159270.0
5700644281,1000.0,23890.0,48900.0,71050.0
5701932070,1880.0,12380.0,25630.0,30180.0
5701933334,9460.0,28330.0,52470.0,83670.0
5701938080,6910.0,31620.0,61010.0,106140.0
5702456788,12850.0,35950.0,64430.0,139400.0
5702469809,17610.0,38230.0,93600.0,142080.0
5702475907,11200.0,43660.0,85770.0,176140.0
5703005608,18430.0,32770.0,75420.0,166140.0
5703515699,7370.0,15230.0,29740.0,37000.0
5703517136,19060.0,32430.0,49420.0,90730.0
5703769440,12820.0,29400.0,55570.0,97530.0
5703781445,1400.0,10760.0,24780.0,30530.0
5704051684,980.0,11610.0,14100.0,14720.0
5704287678,34840.0,72270.0,161240.0,303430.0
5705080418,3000.0,21000.0,68800.0,127800.0
5705366058,15410.0,53560.0,248350.0,326810.0
5705868298,1500.0,9150.0,35880.0,72060.0
5705876250,9080.0,20380.0,58990.0,110520.0
5705885676,5880.0,26880.0,64440.0,98120.0
5707964207,1370.0,6090.0,14340.0,18360.0
5707975883,5450.0,16830.0,39940.0,90740.0
5708505050,11800.0,57740.0,137650.0,308810.0
5708743190,1910.0,910.0,7250.0,29650.0
5709017693,7600.0,11660.0,21920.0,36950.0
5709035182,4000.0,12000.0,24000.0,38000.0
5709281273,5400.0,11270.0,22290.0,23080.0
5709283810,-400.0,2910.0,5040.0,21090.0
5709286239,4000.0,11000.0,20130.0,44170.0
5709796892,3350.0,8250.0,15450.0,28500.0
5710846853,19000.0,32400.0,50490.0,93560.0
5710849606,-400.0,-750.0,-40.0,15100.0
5711111470,-1000.0,4190.0,21130.0,31690.0
5711641770,56400.0,169710.0,308920.0,612010.0
5711643972,5630.0,23150.0,38370.0,73040.0
5711650346,3200.0,6000.0,12590.0,18410.0
5711892428,11700.0,33520.0,75800.0,155420.0
5712159390,8220.0,25550.0,34070.0,75560.0
5712685792,7000.0,15000.0,35130.0,75210.0
5714796942,3800.0,23860.0,40290.0,47290.0
5715066531,1280.0,4420.0,26690.0,77590.0
5715577823,14420.0,32500.0,72190.0,128630.0
5715843106,12150.0,32840.0,56550.0,135690.0
5716106005,5030.0,27030.0,61610.0,93610.0
5716639150,9500.0,32500.0,54500.0,67500.0
5716878607,2540.0,13420.0,26290.0,45100.0
5717162533,800.0,4570.0,12840.0,50340.0
5717920242,8840.0,26070.0,76590.0,142750.0
5717923683,7480.0,13220.0,37220.0,69950.0
5718455823,1160.0,7610.0,13480.0,17260.0
5719768727,7300.0,36730.0,67130.0,110260.0
5719775979,7150.0,25090.0,49810.0,78890.0
5721064552,740.0,2430.0,4920.0,-1080.0
5721070654,11880.0,36740.0,75070.0,146890.0
5721330504,2520.0,28870.0,42630.0,75150.0
5721340499,11810.0,37060.0,72630.0,114280.0
5721358545,19660.0,80280.0,153710.0,204340.0
5721865273,6150.0,13550.0,41820.0,95550.0
5722118897,15720.0,54550.0,120540.0,202340.0
5722397436,-1000.0,6000.0,33000.0,62500.0
5722915928,-1000.0,7530.0,4530.0,10960.0
5723436272,8370.0,27970.0,69310.0,121100.0
5723441666,9480.0,23620.0,33760.0,89140.0
5723717020,-1000.0,8590.0,18090.0,28590.0
5723976444,17870.0,46090.0,75100.0,122570.0
5724498171,8280.0,13350.0,43600.0,71830.0
5724753625,6310.0,20010.0,37980.0,61600.0
5725018338,5000.0,14680.0,34690.0,78120.0
5726330868,800.0,810.0,3830.0,29030.0
5726587053,4130.0,21630.0,26580.0,130380.0
5727101144,10980.0,41840.0,79090.0,165350.0
5727641213,3410.0,14900.0,23400.0,17400.0
5728162084,6400.0,25530.0,44620.0,106860.0
5728410245,46000.0,57180.0,67450.0,93810.0
5728667594,1000.0,3000.0,2000.0,18190.0
5729461759,7240.0,23440.0,61100.0,133550.0
5729715709,6800.0,17800.0,33630.0,56420.0
5729717398,2200.0,11960.0,27260.0,56130.0
5729981250,5000.0,11500.0,25690.0,35190.0
5730518836,8480.0,21820.0,34450.0,46230.0
5731297773,8850.0,26510.0,53910.0,87190.0
5732346269,4280.0,14200.0,44790.0,84320.0
5732359936,11370.0,28290.0,45240.0,83240.0
5732888014,-1000.0,3880.0,11870.0,21120.0
5734446378,6040.0,8640.0,19350.0,44300.0
5734974633,5050.0,23790.0,46160.0,88660.0
5735484022,5000.0,30240.0,64420.0,102850.0
5735514681,590.0,8830.0,14980.0,37630.0
5737058070,8490.0,38280.0,75350.0,167620.0
