고객ID,iM_Pet_Love_최근1개월혜택,iM_Pet_Love_최근3개월혜택,iM_Pet_Love_최근6개월혜택,iM_Pet_Love_최근12개월혜택
5844284643,-166.66666666666666,-500.0,-1000.0,-2000.0
5844562061,6833.333333333333,20300.0,32800.0,51500.0
5844811331,-166.66666666666666,-500.0,3000.0,3000.0
5844821148,2333.3333333333335,8000.0,10000.0,9000.0
5845069940,-166.66666666666666,-500.0,9000.0,30000.0
5845322499,-166.66666666666666,2000.0,3000.0,2500.0
5845854396,7333.333333333333,17000.0,22500.0,46000.0
5845869774,8333.333333333334,15500.0,21000.0,28500.0
5846111060,-166.66666666666666,3500.0,17500.0,19000.0
5846895914,-166.66666666666666,3000.0,13500.0,12500.0
5846916634,-166.66666666666666,-500.0,15000.0,20000.0
5847949433,-166.66666666666666,-500.0,-1000.0,-1500.0
5847954429,-166.66666666666666,-500.0,-1000.0,-2000.0
5848229793,-166.66666666666666,1500.0,1000.0,0.0
5849013443,2833.3333333333335,5500.0,16500.0,18500.0
5849255118,1333.3333333333333,15500.0,21500.0,41000.0
5849281903,1333.3333333333333,1000.0,1500.0,20500.0
5849800646,-166.66666666666666,9500.0,9000.0,9500.0
5850314012,-166.66666666666666,-500.0,2000.0,7000.0
5850853157,2833.3333333333335,2500.0,2000.0,1000.0
5851104487,-166.66666666666666,-500.0,2000.0,1000.0
5851905189,4833.333333333333,4500.0,5500.0,17000.0
5852664074,-166.66666666666666,6000.0,6500.0,13000.0
5853709704,-166.66666666666666,1500.0,1500.0,1000.0
5853735597,2333.3333333333335,2000.0,1500.0,4500.0
5853998571,8833.333333333334,17000.0,32000.0,74500.0
5854779352,-166.66666666666666,10500.0,24500.0,33500.0
5855033747,7333.333333333333,15700.0,32800.0,66300.0
5855041676,-166.66666666666666,3500.0,12500.0,35000.0
5855562697,-166.66666666666666,-500.0,-1000.0,-500.0
5856331368,-166.66666666666666,-500.0,-1000.0,-2000.0
5856602565,-166.66666666666666,-500.0,-1000.0,-2000.0
5857125480,1033.3333333333333,12900.0,29520.0,56620.0
5857664856,-166.66666666666666,-500.0,-1000.0,-2000.0
5858176483,-166.66666666666666,0.0,-500.0,-1500.0
5858691758,2333.3333333333335,2000.0,4000.0,4000.0
5860546556,-166.66666666666666,-500.0,2500.0,34000.0
5860800247,5333.333333333333,25000.0,117000.0,200000.0
5860810999,-166.66666666666666,-500.0,500.0,-500.0
5861066913,-166.66666666666666,-500.0,-1000.0,-2000.0
5861323246,-166.66666666666666,7000.0,6500.0,7000.0
5861581174,793.3333333333334,6526.666666666667,13660.0,41293.33333333333
5862129445,2833.3333333333335,2500.0,2000.0,1000.0
5862380529,-166.66666666666666,-500.0,-500.0,8500.0
5863169647,-166.66666666666666,0.0,0.0,11500.0
5863429736,9833.333333333334,29500.0,62500.0,94500.0
5863950550,2833.3333333333335,10500.0,21500.0,28000.0
5863953326,4804.7619047619055,16642.857142857145,33822.857142857145,74102.85714285716
5865799153,-166.66666666666666,-500.0,0.0,2500.0
5867356318,833.3333333333334,1500.0,4500.0,14500.0
5867610654,-166.66666666666666,-500.0,9000.0,25000.0
5867879020,9333.333333333334,21500.0,24000.0,30000.0
5867887047,9833.333333333334,19500.0,29000.0,55500.0
5868388445,-166.66666666666666,-500.0,-1000.0,-2000.0
5868401740,-166.66666666666666,2000.0,18000.0,30000.0
5869181280,1333.3333333333333,1000.0,500.0,-500.0
5869189216,2833.3333333333335,2500.0,3000.0,43000.0
5869451270,1833.3333333333333,5500.0,7500.0,9500.0
5869452345,6333.333333333333,13000.0,18000.0,20500.0
5869965026,3833.3333333333335,3500.0,7000.0,8000.0
5870226189,333.33333333333337,11000.0,10500.0,9500.0
5870229993,-166.66666666666666,-500.0,-1000.0,-2000.0
5870503530,-166.66666666666666,0.0,5500.0,11000.0
5871286297,6333.333333333333,7500.0,8000.0,15000.0
5871819556,11333.333333333334,28000.0,41500.0,63300.0
5872333517,-166.66666666666666,-500.0,-1000.0,-2000.0
5872349128,-166.66666666666666,6000.0,29000.0,44500.0
5873126477,6833.333333333333,15000.0,24000.0,43000.0
5873893586,13333.333333333334,35000.0,71000.0,116100.0
5873910813,-166.66666666666666,500.0,0.0,-1000.0
5874951240,-166.66666666666666,-500.0,-500.0,-500.0
5875236598,-166.66666666666666,-500.0,3000.0,8500.0
5876020452,-166.66666666666666,1000.0,500.0,6500.0
5876280639,13833.333333333334,40100.0,50100.0,69600.0
5876788266,-166.66666666666666,-500.0,-1000.0,11000.0
5877576838,4333.333333333333,4000.0,3500.0,4500.0
5877578793,-166.66666666666666,-500.0,-1000.0,-2000.0
5877839497,-166.66666666666666,-500.0,5500.0,22500.0
5878093557,4333.333333333333,4000.0,3500.0,6500.0
5878117125,-166.66666666666666,-500.0,500.0,92500.0
5878355885,-166.66666666666666,-500.0,-1000.0,-2000.0
5878357373,5833.333333333333,15500.0,35000.0,54500.0
5878373980,-166.66666666666666,-500.0,-500.0,10500.0
5878378575,2833.3333333333335,2500.0,13000.0,15000.0
5878902025,1833.3333333333333,1500.0,1500.0,6500.0
5879431367,1333.3333333333333,1000.0,500.0,15500.0
5879674210,-166.66666666666666,500.0,2000.0,1000.0
5880185822,-166.66666666666666,-500.0,-1000.0,-2000.0
5880455793,-166.66666666666666,-500.0,-1000.0,2000.0
5881256242,833.3333333333334,9000.0,9000.0,13500.0
5881497010,10500.000000000002,27566.666666666668,65766.66666666667,125166.66666666667
5882032276,-166.66666666666666,-500.0,-1000.0,7000.0
5882036327,6333.333333333333,6000.0,15000.0,18500.0
5882049065,-166.66666666666666,-500.0,1000.0,0.0
5882299332,-166.66666666666666,-500.0,-1000.0,-2000.0
5882306712,333.33333333333337,2500.0,6000.0,5000.0
5882563408,2433.3333333333335,8133.333333333334,18033.333333333332,40900.00000000001
5882574650,6333.333333333333,18700.0,30200.0,35200.0
5882810022,-166.66666666666666,-500.0,-1000.0,-2000.0
5883612227,4333.333333333333,11000.0,17500.0,35340.0
5884933169,3333.3333333333335,7500.0,31500.0,61000.0
5885706802,-166.66666666666666,15500.0,20500.0,32000.0
5886765570,7333.333333333333,15000.0,20500.0,33500.0
5887007537,-166.66666666666666,-500.0,-1000.0,-2000.0
5887264172,-166.66666666666666,-500.0,-1000.0,-500.0
5887272973,-166.66666666666666,12000.0,37500.0,71500.0
5887545022,-166.66666666666666,-500.0,-1000.0,6000.0
5887792402,2833.3333333333335,2500.0,11000.0,25000.0
5888054669,-166.66666666666666,-500.0,-500.0,-1500.0
5888080538,-166.66666666666666,9000.0,8500.0,7500.0
5888842543,5833.333333333333,9500.0,33500.0,82000.0
5889109280,3333.3333333333335,18500.0,29500.0,29500.0
5889373444,-166.66666666666666,6000.0,17000.0,26000.0
5890156848,-166.66666666666666,500.0,0.0,0.0
5891205272,-166.66666666666666,-500.0,-1000.0,-2000.0
5891463193,-166.66666666666666,-500.0,-1000.0,-2000.0
5891483060,833.3333333333334,8000.0,13500.0,28500.0
5893301433,3833.3333333333335,3500.0,3500.0,12000.0
5893561785,-166.66666666666666,5500.0,10500.0,9500.0
5894613634,-166.66666666666666,7500.0,7000.0,6000.0
5894876101,-166.66666666666666,-500.0,2500.0,7000.0
5895127152,-166.66666666666666,500.0,500.0,3500.0
5895148092,-166.66666666666666,-500.0,-1000.0,-2000.0
5895420703,-166.66666666666666,0.0,7500.0,12500.0
5896201649,3333.3333333333335,4500.0,6000.0,12500.0
5897238616,-166.66666666666666,-500.0,-1000.0,-2000.0
5897753812,7833.333333333333,41000.0,46500.0,61500.0
5898825434,-166.66666666666666,-500.0,-1000.0,500.0
5899070345,4833.333333333333,18233.333333333336,33233.333333333336,73233.33333333333
5899612830,-166.66666666666666,-500.0,500.0,23000.0
5900129878,7333.333333333333,25000.0,31500.0,50500.0
5900379621,4333.333333333333,5500.0,8500.0,11500.0
5900632505,-166.66666666666666,-500.0,3000.0,2000.0
5900914673,-166.66666666666666,-500.0,500.0,2500.0
5900921779,-166.66666666666666,-500.0,3500.0,12500.0
5901167266,-166.66666666666666,-500.0,-1000.0,5000.0
5901167608,2833.3333333333335,7500.0,7000.0,19500.0
5901448909,-166.66666666666666,-500.0,-1000.0,-2000.0
5901947764,-166.66666666666666,9500.0,19000.0,59000.0
5902206323,-166.66666666666666,-500.0,-1000.0,-2000.0
5902491536,1833.3333333333333,6000.0,15500.0,18000.0
5903008144,-166.66666666666666,2500.0,5500.0,13500.0
5903256979,-166.66666666666666,-500.0,-1000.0,-1000.0
5903518572,3333.3333333333335,15500.0,41500.0,77100.0
5903537631,-166.66666666666666,-500.0,500.0,-500.0
5903543303,-166.66666666666666,5500.0,15000.0,16000.0
5904062407,-166.66666666666666,6500.0,8000.0,8500.0
5904573429,4473.333333333333,6111.428571428572,6691.428571428572,5691.428571428572
5905906275,-166.66666666666666,-500.0,-1000.0,13000.0
5906661620,12833.333333333334,24500.0,44500.0,110500.0
5906694084,9833.333333333334,22500.0,34500.0,44000.0
5907206849,-166.66666666666666,-500.0,-500.0,-1500.0
5909816110,-166.66666666666666,-500.0,-1000.0,2500.0
5910358033,833.3333333333334,5500.0,10000.0,12000.0
5911656929,-166.66666666666666,-500.0,2000.0,8000.0
5912179857,-166.66666666666666,-500.0,-1000.0,-2000.0
5912458656,1333.3333333333333,2000.0,4000.0,15700.0
5913225992,-166.66666666666666,4500.0,4000.0,23000.0
5913753438,2113.3333333333335,5180.0,8160.0,7160.0
5914270343,-166.66666666666666,-500.0,-1000.0,-500.0
5915071236,-166.66666666666666,-500.0,-1000.0,-2000.0
5915315129,4333.333333333333,4000.0,3500.0,2500.0
5915322543,-166.66666666666666,-500.0,16500.0,15500.0
5916367527,-166.66666666666666,0.0,5000.0,21000.0
5916622928,-166.66666666666666,-500.0,-1000.0,2000.0
5916641135,-166.66666666666666,-500.0,-1000.0,-2000.0
5916643151,-166.66666666666666,-500.0,-1000.0,-2000.0
5918483932,-166.66666666666666,-500.0,-1000.0,-2000.0
5918996285,4333.333333333333,8000.0,13500.0,21000.0
5919256865,7833.333333333333,14000.0,39500.0,56000.0
5919513649,-166.66666666666666,24000.0,23500.0,33700.0
5920030813,333.33333333333337,500.0,4500.0,3500.0
5920316902,833.3333333333334,8500.0,13500.0,34500.0
5920584410,-166.66666666666666,-500.0,12000.0,11000.0
5921099204,5366.666666666667,21033.333333333336,30533.333333333336,57033.333333333336
5921344263,-166.66666666666666,1000.0,5500.0,10500.0
5921368185,-166.66666666666666,-500.0,-1000.0,-500.0
5921634338,-166.66666666666666,-500.0,-1000.0,-2000.0
5921866527,4333.333333333333,5500.0,14500.0,29000.0
5922405986,-166.66666666666666,-500.0,1000.0,4500.0
5923185174,-166.66666666666666,-500.0,-1000.0,-2000.0
5923195341,9333.333333333334,11500.0,15500.0,23500.0
5923966613,2333.3333333333335,8500.0,15100.0,43100.0
5923986210,-166.66666666666666,4000.0,3500.0,19500.0
5928439869,3833.3333333333335,8500.0,8500.0,29500.0
5928450828,-166.66666666666666,-500.0,1500.0,7000.0
5928957563,1833.3333333333333,4500.0,10000.0,23000.0
5929733473,2833.3333333333335,2500.0,11000.0,16000.0
5929748559,4333.333333333333,13500.0,31200.0,64700.0
5930024422,-166.66666666666666,-500.0,-1000.0,13500.0
5930531349,-166.66666666666666,37000.0,36500.0,44500.0
5930534896,2833.3333333333335,11400.0,17400.0,36880.0
5931308077,16833.333333333332,39500.0,50000.0,83100.0
5932092036,-166.66666666666666,5500.0,16000.0,28000.0
5932106545,-166.66666666666666,-500.0,-1000.0,-2000.0
5932107605,-166.66666666666666,17000.0,23500.0,29500.0
5932630986,-166.66666666666666,-500.0,12000.0,35500.0
5933165739,6333.333333333333,22500.0,31500.0,87000.0
5933929573,-166.66666666666666,-500.0,-1000.0,-2000.0
5934453004,1333.3333333333333,13000.0,15000.0,38500.0
5934457847,-166.66666666666666,-500.0,2000.0,6500.0
5934715850,-166.66666666666666,0.0,6000.0,9000.0
5935503640,-166.66666666666666,-500.0,13500.0,12500.0
5935788361,2333.3333333333335,6000.0,8000.0,14000.0
5936033796,7833.333333333333,8500.0,9000.0,13500.0
5936285200,-166.66666666666666,-500.0,-1000.0,-2000.0
5936296342,-166.66666666666666,-500.0,5000.0,5500.0
5937071102,1833.3333333333333,1500.0,1000.0,2000.0
5937079970,2833.3333333333335,6500.0,7500.0,21000.0
5937614216,-166.66666666666666,4000.0,14500.0,18500.0
5937861344,-166.66666666666666,-500.0,500.0,3500.0
5938409294,-166.66666666666666,-500.0,-1000.0,-1500.0
5939197579,-166.66666666666666,-500.0,4000.0,77000.0
5939200060,-166.66666666666666,-500.0,3500.0,3500.0
5939441794,-166.66666666666666,-500.0,-1000.0,-2000.0
5939956857,-166.66666666666666,-500.0,-1000.0,-2000.0
5939959864,-166.66666666666666,4500.0,6500.0,26500.0
5939985601,-166.66666666666666,-500.0,2000.0,4000.0
5940495822,1333.3333333333333,1000.0,1000.0,2500.0
5941007722,2833.3333333333335,2500.0,11000.0,19000.0
5941808024,-166.66666666666666,-500.0,-1000.0,5500.0
5942071025,1333.3333333333333,4000.0,9000.0,12500.0
5942325770,1033.3333333333333,14200.0,19200.0,34700.0
5943131049,-166.66666666666666,13500.0,28000.0,74500.0
5943380178,-166.66666666666666,1000.0,4000.0,6000.0
5943632762,333.33333333333337,0.0,-500.0,-500.0
5943648350,-166.66666666666666,-500.0,10000.0,9000.0
5944162697,-166.66666666666666,-500.0,1000.0,6000.0
5945735817,5833.333333333333,10000.0,24500.0,23500.0
5946264743,-166.66666666666666,0.0,0.0,-1000.0
5946274013,-166.66666666666666,-500.0,-1000.0,-2000.0
5946510818,-166.66666666666666,-500.0,-1000.0,1000.0
5946788006,-166.66666666666666,-500.0,-1000.0,-2000.0
5947558980,-166.66666666666666,-500.0,-1000.0,-2000.0
5947572223,-166.66666666666666,-500.0,-1000.0,-2000.0
5948095176,-166.66666666666666,-500.0,-1000.0,-2000.0
5948342455,-166.66666666666666,-500.0,-1000.0,1000.0
5948360987,-166.66666666666666,-500.0,-1000.0,-2000.0
5948368724,-166.66666666666666,-500.0,11500.0,26000.0
5948620761,7333.333333333333,14500.0,17500.0,31500.0
5948625910,-166.66666666666666,-500.0,-1000.0,0.0
5948879073,-166.66666666666666,-500.0,-1000.0,7500.0
5948895248,-166.66666666666666,-500.0,2000.0,1000.0
5949391928,-166.66666666666666,-500.0,500.0,18500.0
5949415020,-166.66666666666666,0.0,-500.0,-1500.0
5949671582,1633.3333333333333,4800.0,4300.0,3300.0
5949680840,333.33333333333337,0.0,5500.0,11500.0
5949684961,-166.66666666666666,500.0,7500.0,6500.0
5950178052,3333.3333333333335,3000.0,7000.0,12000.0
5950993144,-166.66666666666666,-500.0,3000.0,2000.0
5952022192,-166.66666666666666,-500.0,-500.0,-1500.0
5952539729,-166.66666666666666,1500.0,4000.0,6500.0
5953073415,3833.3333333333335,8700.0,14200.0,17700.0
5954114697,-166.66666666666666,0.0,13500.0,40000.0
5954142795,-166.66666666666666,-500.0,-1000.0,-2000.0
5954377710,833.3333333333334,3000.0,9000.0,13500.0
5954655830,-166.66666666666666,-500.0,-1000.0,-2000.0
5954658347,-166.66666666666666,9500.0,32000.0,40000.0
5954909567,16833.333333333332,31000.0,41000.0,65500.0
5955169094,333.33333333333337,5000.0,15500.0,57500.0
5955177243,-166.66666666666666,2500.0,3000.0,2000.0
5955446843,-166.66666666666666,-500.0,-1000.0,-2000.0
5956483783,-166.66666666666666,-500.0,-1000.0,-2000.0
5958838792,-166.66666666666666,-500.0,10500.0,10500.0
5958859640,10833.333333333334,25000.0,44000.0,78000.0
5959108033,13333.333333333334,36500.0,76000.0,154600.0
5959117974,3333.3333333333335,11500.0,22000.0,40000.0
5959372824,-166.66666666666666,17500.0,17000.0,19000.0
5959882915,5833.333333333333,8000.0,7500.0,16500.0
5960163093,-166.66666666666666,-500.0,-1000.0,-1500.0
5960416125,-166.66666666666666,-500.0,-1000.0,4500.0
5960665688,5233.333333333333,16900.0,38900.0,48900.0
5960687544,8333.333333333334,35500.0,68000.0,173500.0
5961482331,2833.3333333333335,4000.0,3500.0,5000.0
5961978856,2833.3333333333335,2500.0,5500.0,20500.0
5963548017,-166.66666666666666,0.0,6500.0,22766.666666666668
5963824997,833.3333333333334,7500.0,13500.0,12500.0
5964090220,-166.66666666666666,-500.0,-1000.0,0.0
5964098669,-166.66666666666666,-500.0,-1000.0,-2000.0
5964608441,-166.66666666666666,-500.0,-1000.0,-2000.0
5964617519,6193.333333333333,52360.0,74260.0,168660.0
5965130116,6833.333333333333,7000.0,13000.0,15000.0
5965137379,-166.66666666666666,0.0,-500.0,-1500.0
5966706247,-166.66666666666666,12500.0,12000.0,14000.0
5966719017,-166.66666666666666,-500.0,3500.0,6500.0
5966719866,5333.333333333333,22000.0,35500.0,69500.0
5966984508,6833.333333333333,6500.0,33000.0,113500.0
5967224270,-166.66666666666666,-500.0,-1000.0,24000.0
5967509053,-166.66666666666666,11500.0,14000.0,20000.0
5967766453,-166.66666666666666,-500.0,10500.0,31000.0
5968007573,5033.333333333333,23200.0,51500.0,82000.0
5968019775,-166.66666666666666,-500.0,-500.0,9500.0
5968270317,2833.3333333333335,2500.0,2000.0,5000.0
5969053911,-166.66666666666666,0.0,-500.0,-1500.0
5969075929,5833.333333333333,19000.0,20500.0,19500.0
5969337809,11333.333333333334,19500.0,56000.0,121500.0
5969852659,2333.3333333333335,10500.0,18000.0,62000.0
5969869274,833.3333333333334,1500.0,3000.0,7500.0
5970641146,4333.333333333333,16000.0,28500.0,51600.0
5970652403,-166.66666666666666,-500.0,-500.0,-1500.0
5972209532,-166.66666666666666,4000.0,10500.0,37500.0
5972228702,-166.66666666666666,-500.0,15000.0,51000.0
5972991801,16233.333333333334,23100.0,33800.0,53800.0
5973531943,-166.66666666666666,-500.0,10000.0,9000.0
5974049800,-166.66666666666666,-500.0,-1000.0,-2000.0
5975095302,-166.66666666666666,-500.0,-1000.0,-2000.0
5975608132,2833.3333333333335,2500.0,5000.0,8500.0
5975614980,-166.66666666666666,-500.0,9000.0,27000.0
5975620703,833.3333333333334,5000.0,27500.0,50000.0
5975633655,-166.66666666666666,-500.0,-1000.0,-2000.0
5975635966,6333.333333333333,23500.0,33500.0,53700.0
5975636805,9833.333333333334,67500.0,103000.0,237500.0
5976659390,4633.333333333333,14300.0,30800.0,52000.0
5977180659,-166.66666666666666,9500.0,32000.0,31000.0
5977724389,333.33333333333337,2000.0,20500.0,35500.0
5977733783,333.33333333333337,500.0,2500.0,15000.0
5977967282,2333.3333333333335,2000.0,6000.0,23000.0
5977983172,-166.66666666666666,-500.0,-1000.0,7000.0
5978512319,-166.66666666666666,3500.0,7500.0,21900.0
5978759177,-166.66666666666666,-500.0,500.0,-500.0
5979296486,-166.66666666666666,5500.0,5000.0,4000.0
5979559336,9833.333333333334,38500.0,62000.0,98500.0
5980085196,-166.66666666666666,-500.0,-1000.0,-1500.0
5981111474,-166.66666666666666,-500.0,2000.0,1000.0
5981660057,5333.333333333333,8000.0,13500.0,23500.0
5982179530,1333.3333333333333,6500.0,7500.0,15000.0
5982436904,-166.66666666666666,-500.0,-1000.0,-2000.0
5982451698,-166.66666666666666,0.0,16500.0,20000.0
5984020445,-166.66666666666666,-500.0,-1000.0,-2000.0
5984262202,-166.66666666666666,9500.0,9000.0,19500.0
5984533009,4333.333333333333,16500.0,24500.0,32000.0
5984811925,3333.3333333333335,3000.0,4500.0,3500.0
5984813507,-166.66666666666666,-500.0,-1000.0,-2000.0
5985059191,5833.333333333333,5500.0,5000.0,54500.0
5985059820,3833.3333333333335,11000.0,40500.0,50500.0
5985583611,-166.66666666666666,-500.0,-1000.0,-2000.0
5985588387,1633.3333333333333,9800.0,14100.0,39700.0
5987955243,-166.66666666666666,1500.0,4000.0,13500.0
5989515899,2333.3333333333335,5500.0,13500.0,29900.0
5989764308,17833.333333333332,29000.0,54000.0,53000.0
5989778496,-166.66666666666666,-500.0,-1000.0,-2000.0
5990023922,-166.66666666666666,-500.0,19000.0,28000.0
5990298750,333.33333333333337,0.0,12000.0,16000.0
5990563296,5833.333333333333,6500.0,12500.0,17000.0
5991337974,333.33333333333337,8000.0,17500.0,26500.0
5991350622,333.33333333333337,18500.0,47000.0,61000.0
5992137916,25333.333333333332,25000.0,49000.0,96500.0
5992665500,-166.66666666666666,-500.0,-1000.0,0.0
5992923845,-166.66666666666666,-500.0,1500.0,500.0
5993171635,-166.66666666666666,-500.0,-1000.0,-2000.0
5993178655,-166.66666666666666,-500.0,-1000.0,10000.0
5993196797,13333.333333333334,28000.0,54000.0,116500.0
5993453912,-166.66666666666666,-500.0,-1000.0,-1500.0
5993975191,-166.66666666666666,2000.0,4500.0,4500.0
5993986612,1333.3333333333333,2500.0,4000.0,7000.0
5994244921,-166.66666666666666,-500.0,-500.0,-1500.0
5994246159,2833.3333333333335,3000.0,3500.0,2500.0
5995027933,3833.3333333333335,8500.0,16500.0,28000.0
5995030731,-166.66666666666666,-500.0,12000.0,11000.0
5995276913,-166.66666666666666,-500.0,-1000.0,-2000.0
5995533804,21333.333333333332,60000.0,72500.0,104500.0
5996076386,-166.66666666666666,1000.0,500.0,-500.0
5997388317,-166.66666666666666,2500.0,2000.0,1000.0
5997654968,1833.3333333333333,1500.0,1000.0,0.0
5997920086,-166.66666666666666,-500.0,-1000.0,-2000.0
5998151143,-166.66666666666666,1000.0,500.0,-500.0
5998676523,2333.3333333333335,25000.0,35000.0,74500.0
5998680989,23333.333333333332,33500.0,46500.0,60300.0
5999725864,-166.66666666666666,-500.0,-1000.0,-2000.0
6000796608,4833.333333333333,9000.0,9000.0,17500.0
6001043043,-166.66666666666666,-500.0,-1000.0,-2000.0
6001049597,-166.66666666666666,-500.0,-1000.0,-2000.0
6001588078,-166.66666666666666,-500.0,-1000.0,-2000.0
6002108248,10833.333333333334,10500.0,10000.0,14000.0
6002880119,-166.66666666666666,500.0,0.0,500.0
6003149874,-166.66666666666666,21000.0,33500.0,191500.0
6003410486,333.33333333333337,0.0,0.0,-1000.0
6003662819,15333.333333333334,37000.0,60000.0,97500.0
6003918714,-166.66666666666666,-500.0,-1000.0,-1500.0
6004713868,9833.333333333334,18500.0,32000.0,56000.0
6004984245,2833.3333333333335,2500.0,5000.0,7500.0
6005495838,-166.66666666666666,-500.0,5500.0,6500.0
6005505882,-166.66666666666666,-500.0,3500.0,17000.0
6006291849,-166.66666666666666,16500.0,16000.0,18000.0
6006807898,-166.66666666666666,19500.0,19000.0,30000.0
6008657082,-166.66666666666666,-500.0,-1000.0,-2000.0
6008663492,-166.66666666666666,4500.0,23500.0,22500.0
6009183132,7833.333333333333,7500.0,9500.0,27000.0
6009446529,-166.66666666666666,-500.0,-1000.0,-2000.0
6009975243,5833.333333333333,20000.0,29000.0,38000.0
6010739532,2333.3333333333335,13000.0,30500.0,61000.0
6011011971,-166.66666666666666,-500.0,-1000.0,-2000.0
6011263885,6833.333333333333,36500.0,55500.0,63500.0
6011289884,2333.3333333333335,9700.0,20700.0,43280.0
6012572910,-166.66666666666666,2000.0,1500.0,3500.0
6012600069,-166.66666666666666,-500.0,-1000.0,1000.0
6013383796,1233.3333333333333,3900.0,7260.0,16260.0
6013387059,2833.3333333333335,5500.0,11000.0,26500.0
6013618919,-166.66666666666666,-500.0,23000.0,47500.0
6017030372,-166.66666666666666,-500.0,-1000.0,-2000.0
6017031324,-166.66666666666666,-500.0,-1000.0,-2000.0
6018073385,-166.66666666666666,-500.0,-1000.0,-2000.0
6018599230,-166.66666666666666,-500.0,-1000.0,-2000.0
6019403465,-166.66666666666666,-500.0,10500.0,9500.0
6020447505,5333.333333333333,5000.0,7000.0,20500.0
6021225781,-166.66666666666666,7000.0,9000.0,24700.0
6022281266,333.33333333333337,500.0,1000.0,9000.0
6022559926,-166.66666666666666,3000.0,2500.0,1500.0
6023317778,1833.3333333333333,10300.0,33800.0,48700.0
6023337509,-166.66666666666666,-500.0,-1000.0,1000.0
6023339186,14333.333333333334,19200.0,23700.0,31700.0
6023610124,4333.333333333333,14800.0,17600.0,17600.0
6024912884,-166.66666666666666,0.0,0.0,7000.0
6026212376,-166.66666666666666,-500.0,-500.0,-500.0
6026218407,-166.66666666666666,-500.0,-1000.0,-2000.0
6027510670,333.33333333333337,5000.0,24000.0,23000.0
6027778003,-166.66666666666666,2500.0,5000.0,16500.0
6028059815,-166.66666666666666,-500.0,-1000.0,-2000.0
6028575403,-166.66666666666666,5000.0,7000.0,17000.0
6028581180,2333.3333333333335,13500.0,26000.0,35500.0
6029892956,-166.66666666666666,2500.0,20000.0,19000.0
6029894934,-166.66666666666666,0.0,-500.0,-1500.0
6030394778,-166.66666666666666,-500.0,-1000.0,1000.0
6031443313,-166.66666666666666,-500.0,500.0,500.0
6031979025,-166.66666666666666,-500.0,500.0,-500.0
6032522577,-166.66666666666666,-500.0,1000.0,0.0
6033815607,333.33333333333337,16000.0,18500.0,22500.0
6034068391,833.3333333333334,3000.0,6000.0,33000.0
6034088601,-166.66666666666666,-500.0,-1000.0,-2000.0
6034590164,-166.66666666666666,-500.0,-1000.0,7000.0
6035127907,1333.3333333333333,1000.0,8500.0,8000.0
6035381026,3333.3333333333335,8000.0,13166.666666666668,27166.666666666668
6035386420,4833.333333333333,11200.0,10700.0,9700.0
6035393318,1833.3333333333333,10000.0,9500.0,8500.0
6035911014,3333.3333333333335,9000.0,21500.0,59000.0
6036684823,8333.333333333334,9000.0,8500.0,8000.0
6036685135,2333.3333333333335,9000.0,13500.0,29500.0
6038012250,-166.66666666666666,-500.0,-1000.0,-2000.0
6038260819,11833.333333333334,33500.0,51500.0,101600.0
6039578151,1333.3333333333333,5000.0,10000.0,19000.0
6040099698,2833.3333333333335,8000.0,15500.0,15500.0
6040369201,1833.3333333333333,1500.0,8000.0,8500.0
6041153263,2333.3333333333335,4000.0,8500.0,10000.0
6041422469,-166.66666666666666,6000.0,22500.0,47500.0
6041431333,2333.3333333333335,3500.0,4500.0,4000.0
6041431888,-166.66666666666666,2500.0,19000.0,33500.0
6041684557,-166.66666666666666,2500.0,8000.0,13500.0
6041960405,-166.66666666666666,0.0,6000.0,5000.0
6042219523,-166.66666666666666,-500.0,-500.0,0.0
6042976933,-166.66666666666666,-500.0,-500.0,-1500.0
6043265750,-166.66666666666666,-500.0,-1000.0,-2000.0
6043781124,3833.3333333333335,8000.0,16500.0,19500.0
6043787601,-166.66666666666666,-500.0,-1000.0,-1500.0
6044313932,-166.66666666666666,-500.0,-1000.0,-2000.0
6044560069,-166.66666666666666,-500.0,-1000.0,-2000.0
6045359135,-166.66666666666666,-500.0,-1000.0,-2000.0
6045603140,-166.66666666666666,0.0,3000.0,3000.0
6045610250,-166.66666666666666,-500.0,-1000.0,6000.0
6045611510,-166.66666666666666,-500.0,-500.0,6500.0
6045623980,1833.3333333333333,1500.0,1000.0,12500.0
6045863398,5833.333333333333,17000.0,19500.0,18500.0
6045873855,6833.333333333333,15500.0,41000.0,51500.0
6045891972,2833.3333333333335,2500.0,2000.0,1000.0
6046139567,-166.66666666666666,17000.0,30000.0,35500.0
6047181595,16333.333333333334,33200.0,50333.333333333336,108833.33333333333
6047184973,-166.66666666666666,0.0,5000.0,10500.0
6047961523,333.33333333333337,0.0,-500.0,3000.0
6047963329,3833.3333333333335,13500.0,24500.0,44500.0
6048251321,-166.66666666666666,5500.0,10500.0,9500.0
6048752345,-166.66666666666666,-500.0,-1000.0,-1500.0
6049019126,-166.66666666666666,-500.0,1500.0,2000.0
6049021785,3833.3333333333335,3500.0,3000.0,13500.0
6049817876,-166.66666666666666,3500.0,6500.0,5500.0
6050334023,-166.66666666666666,12500.0,27000.0,39000.0
6050870509,21333.333333333332,21000.0,27500.0,38500.0
6051367916,-166.66666666666666,4000.0,12000.0,24500.0
